Voltage (V),TMR_Ratio,TMR_Error,I_apar (A),I_apar_error (A),I_par (A),I_par_error (A)
-1.0,7.654437458494038,0.0280269324098176,-6.984135275759769e-09,2.4958500953754546e-11,-5.3459626669965167e-08,4.2639568796680573e-11
-0.9899497487437185,7.743486493165376,0.02887195075219396,-6.384237254636721e-09,2.3243939852399822e-11,-4.943625495044265e-08,3.974617688916121e-11
-0.9798994974874372,7.836837880912049,0.029713121010550434,-5.830191047116056e-09,2.1569215494493054e-11,-4.5690262050993393e-08,3.790894751951082e-11
-0.9698492462311558,7.8839095260736975,0.030208315908918402,-5.570138953302913e-09,2.079811677218427e-11,-4.391447155549901e-08,3.7770787555960256e-11
-0.9597989949748744,7.973255667281622,0.03107598536831695,-5.084097605784762e-09,1.9260351565424716e-11,-4.053681004833628e-08,3.713294567833011e-11
-0.949748743718593,8.056805207168972,0.031880770091711995,-4.639403439066276e-09,1.7806886273234587e-11,-3.737876978602681e-08,3.597269055592103e-11
-0.9396984924623115,8.096029814458321,0.0323764780967476,-4.4316656866210324e-09,1.7167942431528825e-11,-3.587889752659579e-08,3.5611537754703146e-11
-0.9296482412060302,8.169279454211186,0.03288244360581587,-4.041989787588266e-09,1.5689879092346435e-11,-3.3020144125876256e-08,3.516203841451007e-11
-0.9195979899497487,8.24198961008725,0.0342070878793735,-3.681791637935692e-09,1.4682779168551614e-11,-3.034528842637209e-08,3.4885905592454294e-11
-0.9095477386934674,8.277135175146189,0.035207217707688546,-3.5137093093938167e-09,1.4341180752972125e-11,-2.908344692002218e-08,3.4828690855741845e-11
-0.8994974874371859,8.338709279119318,0.03718867184431941,-3.1971367003194768e-09,1.3627767401404035e-11,-2.6659993469566938e-08,3.4970950217098175e-11
-0.8894472361809045,8.402018371039993,0.039140197745134525,-2.904186478013697e-09,1.2880633418210492e-11,-2.4401028141197018e-08,3.4766084853436574e-11
-0.8793969849246231,8.434271105114833,0.03968626757560759,-2.7672416122989653e-09,1.2370331721957869e-11,-2.333966597148455e-08,3.427861905491715e-11
-0.8693467336683417,8.489159282890128,0.04111415147944895,-2.510159668855171e-09,1.1487212274853908e-11,-2.1309145254398288e-08,3.3783951425163395e-11
-0.8592964824120604,8.53664544928472,0.04400990579998934,-2.276444651233201e-09,1.1042621848321098e-11,-1.9433200872498444e-08,3.392639341680867e-11
-0.8492462311557789,8.559890037784724,0.045239340521724965,-2.1675290822208706e-09,1.0763930039807077e-11,-1.8553810597511097e-08,3.355396514288586e-11
-0.8391959798994975,8.612737304585231,0.04706285933731435,-1.960988233848184e-09,1.0004522506247048e-11,-1.688947651551696e-08,3.305685669826354e-11
-0.8291457286432161,8.671670131353128,0.04830472192814698,-1.7708332287882026e-09,9.104186147810898e-12,-1.5356081617690278e-08,3.292656686804721e-11
-0.8190954773869347,8.70509183023292,0.049093532335534755,-1.6809796800230562e-09,8.719744075500126e-12,-1.4633082479356255e-08,3.238312131113047e-11
-0.8090452261306533,8.774168747396589,0.050977162344948215,-1.512358837544241e-09,8.042366878252885e-12,-1.3269691647229713e-08,3.105358947815687e-11
-0.7989949748743719,8.845525015184025,0.052904288189395965,-1.358854932383768e-09,7.392065848939537e-12,-1.2019785296406817e-08,2.987714361807618e-11
-0.7889447236180904,8.885073258802677,0.05405287570532916,-1.2870097637884207e-09,7.1066687883932114e-12,-1.1435176036054446e-08,2.9196506362439104e-11
-0.778894472361809,8.961324262867286,0.056835924417155445,-1.1534664096667307e-09,6.605445208388278e-12,-1.033658652334889e-08,2.8178357600047578e-11
-0.7688442211055276,9.0346474498422,0.05832562667909467,-1.0330814268476081e-09,5.961555335123063e-12,-9.333526478548086e-09,2.7013344119355684e-11
-0.7587939698492463,9.068180491767938,0.05905509169646509,-9.77747673787937e-10,5.667238025940146e-12,-8.866392381315251e-09,2.6323572986871083e-11
-0.7487437185929648,9.117881072032123,0.061517857034374325,-8.764487976589327e-10,5.2345931495132975e-12,-7.991355902779695e-09,2.5081269681020805e-11
-0.7386934673366834,9.153532851729468,0.06392067342937172,-7.862568006057949e-10,4.827936157634008e-12,-7.197027454240849e-09,2.393492713702801e-11
-0.728643216080402,9.171085778730143,0.06476957335813686,-7.445654328293463e-10,4.596089369064462e-12,-6.828473452355272e-09,2.3429698275476163e-11
-0.7185929648241206,9.201688509837389,0.06714569890845727,-6.671354571600168e-10,4.223641663039321e-12,-6.13877267065444e-09,2.2274580792291193e-11
-0.7085427135678393,9.224097365769868,0.07025856140437897,-5.976155294564426e-10,3.938030545470333e-12,-5.512463831002337e-09,2.105872113009352e-11
-0.6984924623115578,9.225829271091614,0.07112233422317417,-5.660653570939282e-10,3.757639166912682e-12,-5.22242234082809e-09,2.04703302508301e-11
-0.6884422110552764,9.21142253926569,0.07203530399868537,-5.082005445254514e-10,3.383635577004995e-12,-4.68124995030884e-09,1.9202168288202256e-11
-0.6783919597989949,9.178464775596765,0.07261228024072885,-4.5647362070168116e-10,3.0310693325785524e-12,-4.189727048599499e-09,1.8017947614777967e-11
