Voltage (V),TMR_Ratio,TMR_Error,I_apar (A),I_apar_error (A),I_par (A),I_par_error (A)
-1.0,2.3206406937982367,0.00348100420067133,-3.69967314079727e-07,5.353163186802185e-10,-8.585612044286478e-07,3.3959669738699903e-10
-0.9899497487437185,2.333909045323446,0.003635094624579982,-3.6014219161890236e-07,5.417911475115449e-10,-8.40539118621966e-07,3.390251467450948e-10
-0.9798994974874372,2.345981681769269,0.0037852211423157144,-3.515171937707584e-07,5.486791440896255e-10,-8.246528974131379e-07,3.369808894976365e-10
-0.9698492462311558,2.3646182474552107,0.004035815156715464,-3.3871515480029764e-07,5.610610833759171e-10,-8.009320357304002e-07,3.294633594435788e-10
-0.9597989949748744,2.377260667970989,0.004225908026032706,-3.303749344000907e-07,5.709673597211311e-10,-7.853873372328312e-07,3.268382962427359e-10
-0.949748743718593,2.3967440024931137,0.004500629975715263,-3.1804255609592194e-07,5.818260511788271e-10,-7.622665888604806e-07,3.2293281642599953e-10
-0.9396984924623115,2.4099038499130594,0.004683394839890355,-3.099983260082975e-07,5.874348317017404e-10,-7.470661593139998e-07,3.2211061948700203e-10
-0.9296482412060302,2.429924152165938,0.00498767693875212,-2.982009744910072e-07,5.979777079965124e-10,-7.246057501151171e-07,3.175283832749543e-10
-0.9195979899497487,2.4435833511777276,0.005215422982250294,-2.904909056893541e-07,6.06725825995339e-10,-7.098387408110452e-07,3.118752431085123e-10
-0.9095477386934674,2.4646449899176424,0.0055899307622764806,-2.7914313902953874e-07,6.205829895329253e-10,-6.879887390790366e-07,3.088656732739653e-10
-0.8994974874371859,2.4788513388209212,0.005817894100688781,-2.7175305938962913e-07,6.257174405019731e-10,-6.736354350966635e-07,3.0638013481018853e-10
-0.8894472361809045,2.500712797724972,0.006220637635909935,-2.608902813553301e-07,6.377820655802836e-10,-6.524116653873426e-07,3.001331250038274e-10
-0.8793969849246231,2.515405076393193,0.006496494354191773,-2.538318945435758e-07,6.448930568609196e-10,-6.384900360854122e-07,2.9636458506030054e-10
-0.8693467336683417,2.537948675062997,0.006979172356864019,-2.4343690985615245e-07,6.593864443987798e-10,-6.178303828308524e-07,2.9324983340513507e-10
-0.8592964824120604,2.553215112430385,0.007316160272952169,-2.3669702961616199e-07,6.687052636900896e-10,-6.043384330833672e-07,2.8946987505093307e-10
-0.8492462311557789,2.5764478061451745,0.007856275179502903,-2.267963758975203e-07,6.826687159149433e-10,-5.843290251228425e-07,2.848361115808146e-10
-0.8391959798994975,2.592133961714162,0.0082141257492799,-2.2036166198244396e-07,6.897789558657838e-10,-5.712069478844695e-07,2.8185414762333333e-10
-0.8291457286432161,2.615991742300358,0.008766515220142148,-2.1095791189157004e-07,6.989952469577292e-10,-5.518641554812737e-07,2.765877753721412e-10
-0.8190954773869347,2.632230944001617,0.009210990426480778,-2.048302108199756e-07,7.091622883329942e-10,-5.391604191867146e-07,2.740540313791092e-10
-0.8090452261306533,2.6568064679414247,0.009915993711149242,-1.9587574927032748e-07,7.240023109401851e-10,-5.204039575742789e-07,2.69363387704681e-10
-0.7989949748743719,2.673402404177318,0.010380212595134566,-1.9006724636118977e-07,7.312011786547287e-10,-5.081262333773674e-07,2.669505168225183e-10
