Voltage (V),TMR_Ratio,TMR_Error,I_apar (A),I_apar_error (A),I_par (A),I_par_error (A)
-0.4974874371859297,1.059476389893821,0.0021363387955589,-1.6017754413250176e-06,1.935278980130926e-09,-1.6970432619956118e-06,2.7396297791700382e-09
-0.4874371859296482,1.0596244571604434,0.0021371178869778,-1.566608401783736e-06,1.8806727464934883e-09,-1.6600165773230811e-06,2.69035399335932e-09
-0.4773869346733668,1.0598161381724782,0.0021396821923377,-1.5295812125542043e-06,1.827406984860619e-09,-1.6210748537103737e-06,2.638270074882868e-09
-0.4673366834170854,1.0600093990316333,0.0021543209681004,-1.492739442620228e-06,1.8031312768257958e-09,-1.5823178394826829e-06,2.586198068540165e-09
-0.457286432160804,1.0601616641136429,0.0021551474076069,-1.4561833310267918e-06,1.752812461600355e-09,-1.5437897434759113e-06,2.528975128346109e-09
-0.4472361809045225,1.060301723228257,0.0021563292244065,-1.419683442774579e-06,1.698336510230695e-09,-1.5052928008125108e-06,2.475659558434363e-09
-0.4371859296482412,1.0604615266949873,0.0021636352625124,-1.3834247274542769e-06,1.6600058591715855e-09,-1.4670686985437592e-06,2.4208457648949903e-09
-0.4271356783919597,1.0606266825940975,0.0021767707749552,-1.347244297201142e-06,1.6288122198140184e-09,-1.4289232495842638e-06,2.369793185906709e-09
-0.4170854271356784,1.060827605356311,0.0021848716275594,-1.3112825859294534e-06,1.5905823307079367e-09,-1.3910447655769732e-06,2.315391795173861e-09
-0.4070351758793969,1.0609744969560788,0.0021850934346714,-1.2756165566024965e-06,1.534103648019893e-09,-1.3533966344501788e-06,2.262751450857364e-09
-0.3969849246231155,1.061165119700911,0.0021873194018947,-1.239937017236589e-06,1.483067827465902e-09,-1.3157779133174554e-06,2.2088257330040622e-09
-0.3869346733668342,1.0613670524810457,0.0022004419298791,-1.204508524929064e-06,1.453831585711714e-09,-1.2784256627922528e-06,2.154968860959568e-09
-0.3768844221105527,1.0615877718496725,0.0022014210851098,-1.1691893146589691e-06,1.4029614887981923e-09,-1.241197079419261e-06,2.099198575832869e-09
-0.3668341708542714,1.061753678416881,0.0022148012510799,-1.134172561296195e-06,1.370059080350099e-09,-1.2042118889157305e-06,2.047907761703793e-09
-0.3567839195979899,1.0622239121619808,0.0022348101623719,-1.0924133040102763e-06,1.3305365676489931e-09,-1.1603875334835911e-06,1.990635033855292e-09
-0.3467336683417085,1.0622044261498822,0.0022321347660037,-1.0576871777945144e-06,1.2845915305513351e-09,-1.1234800017353105e-06,1.926653400321705e-09
-0.3366834170854271,1.0624752322189894,0.0022391107159956,-1.023289358718825e-06,1.241637799451168e-09,-1.0872195990320045e-06,1.873379440985984e-09
-0.3266331658291457,1.0626936907656377,0.0022463928239061,-9.89025957905101e-07,1.1986879630261116e-09,-1.0510316454691918e-06,1.8202935618539434e-09
-0.3165829145728643,1.0628618417778812,0.0022562465523113,-9.549109791604648e-07,1.1643465517084623e-09,-1.0149384420444115e-06,1.7636408694486571e-09
-0.3065326633165829,1.0630209141232214,0.002259161852342,-9.212069149416678e-07,1.120327500253996e-09,-9.792622168179245e-07,1.7067191658534452e-09
-0.2964824120603014,1.0632477023946931,0.0022720630938681,-8.875114352694168e-07,1.0836721226592934e-09,-9.43644494399224e-07,1.6548738065020692e-09
-0.2864321608040201,1.0635297927944414,0.0022822422801938,-8.541861809964314e-07,1.0462460570573168e-09,-9.084524520830098e-07,1.6007065510958742e-09
-0.2763819095477386,1.063722953253146,0.002290029143599,-8.210039862418435e-07,1.0051853362899815e-09,-8.733207848777789e-07,1.5464770529454803e-09
-0.2663316582914573,1.0639490537858125,0.0022938260335522,-7.879641305644263e-07,9.603376200044911e-10,-8.383536911311815e-07,1.4909431083060282e-09
-0.2562814070351759,1.0641685433835526,0.0023070410148328,-7.553184894237456e-07,9.275128539905751e-10,-8.037861766807326e-07,1.4360553037391743e-09
-0.2462311557788944,1.0643882562929143,0.0023196632081778,-7.227421215333616e-07,8.931722396719354e-10,-7.692782264883364e-07,1.3809117610196167e-09
-0.2361809045226131,1.064657496547378,0.0023281360789319,-6.90549833521365e-07,8.503904094837352e-10,-7.351990569980652e-07,1.328524335246721e-09
-0.2261306532663316,1.0648997226970258,0.0023347569137413,-6.584948421495862e-07,8.08889433568443e-10,-7.01230974802516e-07,1.273456220134829e-09
-0.2160804020100502,1.0651532897088736,0.0023428260594041,-6.266247093004494e-07,7.690647039964121e-10,-6.674513705242403e-07,1.2182754248533612e-09
-0.2060301507537688,1.065385025450564,0.0023502454886645,-5.951552836048952e-07,7.312734535177763e-10,-6.340695269704388e-07,1.1617033237302203e-09
-0.1959798994974874,1.0656406517018917,0.0023582047393838,-5.637697599378617e-07,6.918175434462677e-10,-6.007759743900018e-07,1.1063555669722752e-09
-0.185929648241206,1.0658955769974294,0.0023717356432595,-5.328084316741195e-07,6.553404754093993e-10,-5.67918150708381e-07,1.05306815404475e-09
-0.1758793969849246,1.0661422194518528,0.0023787724767076,-5.019888749678641e-07,6.163056506858513e-10,-5.351915332983773e-07,9.970836867713107e-10
-0.1658291457286431,1.066425793179194,0.0023879783996949,-4.713623217364946e-07,5.784238923980011e-10,-5.026729378326277e-07,9.41532276067903e-10
-0.1557788944723618,1.0666747122833051,0.0024044639087496,-4.411585980960261e-07,5.476573798253525e-10,-4.705727206953849e-07,8.853999985963791e-10
-0.1457286432160803,1.066950488868642,0.0024114948697708,-4.110561647180627e-07,5.083623065884007e-10,-4.385765758984061e-07,8.29699405386216e-10
-0.135678391959799,1.0671785428099094,0.0024234763763996,-3.813801828083641e-07,4.73743815325647e-10,-4.070007477460069e-07,7.73735830555675e-10
-0.1256281407035175,1.0674787541957034,0.0024303845258085,-3.517684816954684e-07,4.364460628155591e-10,-3.755053806055927e-07,7.16833284094911e-10
-0.1155778894472361,1.067714576048674,0.0024378354394241,-3.22529659851838e-07,4.00186158849957e-10,-3.443696190318283e-07,6.60041701437474e-10
-0.1055276381909547,1.0679194925773476,0.0024487471439084,-2.936105343869228e-07,3.6559714096031527e-10,-3.135524128978464e-07,6.03734242507619e-10
-0.0954773869346733,1.068158800240815,0.0024568613266956,-2.647924523834944e-07,3.2911572571821707e-10,-2.828403882507765e-07,5.473940549424063e-10
-0.085427135678392,1.068395799629039,0.0024672704036278,-2.3636320312598837e-07,2.947256941875638e-10,-2.5252945340667124e-07,4.908541187372027e-10
-0.0753768844221105,1.0686113524432608,0.00247150344851,-2.0796935612670797e-07,2.57967758041766e-10,-2.222384149173155e-07,4.338207578304559e-10
-0.0653266331658291,1.068779852391929,0.0024726181874484,-1.7988574859310476e-07,2.2154993995703786e-10,-1.9225826382875014e-07,3.7652150417648317e-10
-0.0552763819095477,1.068949579944008,0.0024769141042706,-1.5202688230182024e-07,1.8741743683448886e-10,-1.6250907197672786e-07,3.188409337569154e-10
-0.0452261306532663,1.0690306455033036,0.0024845939330422,-1.2419077122607716e-07,1.5373079580297348e-10,-1.3276374032936637e-07,2.6115688513793406e-10
-0.0351758793969849,1.0691458306232489,0.0024926080240183,-9.661108281845677e-08,1.1981104222067069e-10,-1.0329133638735045e-07,2.0391841447051006e-10
-0.0251256281407035,1.0692546111026215,0.0024982216724144,-6.893247786426687e-08,8.565184224717727e-11,-7.370636981109674e-08,1.4583636247471636e-10
-0.015075376884422,1.0692911592944918,0.0025027738117674,-4.133983844734482e-08,5.1498566720038237e-11,-4.4204323778408347e-08,8.759271559917205e-11
-0.0050251256281407,1.06940419508755,0.0025047193537604,-1.3818204764062974e-08,1.718329952301571e-11,-1.4777246143267711e-08,2.932965819603409e-11
0.0050251256281406,1.0690474544240782,0.0024845890676749,1.3867081562995113e-08,1.7436827469509765e-11,1.4824568245210994e-08,2.897583110480201e-11
0.015075376884422,1.0689875648964136,0.0024824696604296,4.1669978806222776e-08,5.179700534669238e-11,4.4544689173349246e-08,8.737779894895188e-11
0.0251256281407035,1.0687963894514727,0.0024784313077491,6.970277952721443e-08,8.696138758711359e-11,7.449807909341883e-08,1.456200504021183e-10
0.0351758793969849,1.0686071620647264,0.0024671189795249,9.791318834986581e-08,1.2123193883246474e-10,1.0463073433125913e-07,2.038869579440408e-10
0.0452261306532664,1.0683967552548557,0.0024642032372369,1.2638425712485065e-07,1.5750475870575744e-10,1.350285302274858e-07,2.6205981976382075e-10
0.0552763819095476,1.0681050725477097,0.0024494226823964,1.551409618536718e-07,1.924693637700736e-10,1.657068483158376e-07,3.1959707616545184e-10
0.0653266331658291,1.0678288859851504,0.0024372863969265,1.8420869289355197e-07,2.2827779383283928e-10,1.9670336332130226e-07,3.7703281157663525e-10
0.0753768844221105,1.0675478121847135,0.0024315727813939,2.1363150108199282e-07,2.6636065705320773e-10,2.280618415938176e-07,4.347214937881236e-10
0.085427135678392,1.067228830532606,0.0024220758588518,2.434100104208567e-07,3.04378039502997e-10,2.597741807613804e-07,4.919922458061523e-10
0.0954773869346734,1.0668745020013095,0.0024047212747259,2.734753494974357e-07,3.3910609028854917e-10,2.917638773047109e-07,5.49174318964691e-10
0.1055276381909549,1.066552071969685,0.0023921382358287,3.038981589483804e-07,3.7536505608093136e-10,3.2412321109416774e-07,6.067972746841037e-10
0.1155778894472361,1.0662719081597132,0.0023830390962101,3.3466274542728425e-07,4.150731765921599e-10,3.568414841567187e-07,6.63439073062345e-10
0.1256281407035175,1.0659423462766071,0.0023691347304828,3.658117882851829e-07,4.5230604155258136e-10,3.899342759003492e-07,7.201691799762689e-10
0.135678391959799,1.0655512164513978,0.0023571397182546,3.973429601415333e-07,4.900330278697947e-10,4.2338927452721014e-07,7.775346064323532e-10
0.1457286432160804,1.065216808874146,0.0023414678739847,4.2909313639140173e-07,5.263577677519033e-10,4.570772214566477e-07,8.337085358957081e-10
0.1557788944723619,1.0648900457610453,0.0023295588389111,4.61208185791806e-07,5.669966710133326e-10,4.911360060732049e-07,8.88706367797212e-10
0.1658291457286431,1.064584718816084,0.0023139356291264,4.9364505274936e-07,6.048413503054419e-10,5.255269796761283e-07,9.434781449284454e-10
0.1758793969849246,1.064238044649877,0.0023067889029595,5.264127198372983e-07,6.478818255934342e-10,5.602284436384698e-07,9.995846518501483e-10
0.185929648241206,1.0639330812185044,0.0022998685822891,5.594983895923549e-07,6.90851305135504e-10,5.952688455757854e-07,1.0561867289347675e-09
0.1959798994974875,1.0636604204423672,0.0022913850477048,5.928045463147117e-07,7.333638654378082e-10,6.30542732973253e-07,1.1120336355705823e-09
0.2060301507537689,1.0633306824751316,0.0022788928319345,6.264296520344999e-07,7.728229928339604e-10,6.661018694205041e-07,1.167323773589753e-09
0.2160804020100502,1.063028389497686,0.0022673938556535,6.60263446893436e-07,8.134693975445194e-10,7.018787885953201e-07,1.2220733541962123e-09
0.2261306532663316,1.0627404392720787,0.0022518494911936,6.945253337587381e-07,8.469512438081687e-10,7.381001582843483e-07,1.2789958794186472e-09
0.2361809045226131,1.062518383717674,0.002244129766539,7.289507437887105e-07,8.919379264391977e-10,7.745235661001769e-07,1.3333799205379683e-09
0.2462311557788945,1.0622605486042558,0.0022331472462947,7.635317116052178e-07,9.32103623596551e-10,8.11069614846505e-07,1.3881363093177084e-09
0.256281407035176,1.0619869153878796,0.0022251577222662,7.985681773113458e-07,9.74192930634971e-10,8.480689553497974e-07,1.4447007326756935e-09
0.2663316582914572,1.0616907269554052,0.0022144745270742,8.336911565977098e-07,1.015827408466972e-09,8.85122170104515e-07,1.498418843437456e-09
0.2763819095477386,1.0614316742939998,0.0022046164382396,8.691143532125599e-07,1.059375659599541e-09,9.225055030833542e-07,1.5514192435532655e-09
0.2864321608040201,1.0612100443983188,0.0021945584814219,9.048803317715232e-07,1.1001410206739478e-09,9.602680970544235e-07,1.6063752100208455e-09
0.2964824120603015,1.0609587486644474,0.0021857797496842,9.406479360046292e-07,1.145980922863628e-09,9.97988657117267e-07,1.6580335130890864e-09
0.306532663316583,1.060606980314865,0.0021711611684251,9.767863848533629e-07,1.179896966527947e-09,1.0359864580519986e-06,1.7121934578889947e-09
0.3165829145728642,1.0604033728956237,0.0021682207927222,1.0130404764407694e-06,1.232726963249389e-09,1.0742315380975812e-06,1.765177648132744e-09
0.3266331658291457,1.060155559620109,0.0021634674477981,1.056919827561826e-06,1.290415595425662e-09,1.1204994312623969e-06,1.832227030294139e-09
0.3366834170854271,1.0599359839433522,0.0021521539195431,1.0936972710765129e-06,1.3237036049503294e-09,1.159249093154643e-06,1.889939967202212e-09
0.3467336683417086,1.059707599076687,0.0021450888066692,1.1306888486452418e-06,1.3717754346662043e-09,1.198199565100633e-06,1.9415233526861983e-09
0.35678391959799,1.0594789639488884,0.0021385228392424,1.1679067878837402e-06,1.414508966918213e-09,1.2373726736159394e-06,1.9980123010749747e-09
0.3668341708542713,1.059282429565024,0.0021269990251259,1.2052705769169637e-06,1.450610485422914e-09,1.2767219449998396e-06,2.052056102326685e-09
0.3768844221105527,1.0590880282026662,0.0021225484599988,1.2428401141969322e-06,1.4972735527480731e-09,1.3162770859160056e-06,2.108173863819686e-09
0.3869346733668342,1.058855820204642,0.002109720168667,1.2806436137291776e-06,1.535417010524029e-09,1.3560169440050452e-06,2.1579026314147656e-09
0.3969849246231156,1.0586622956490446,0.0021069360775174,1.3185643585100456e-06,1.5833963464267682e-09,1.3959143707412547e-06,2.215420831014114e-09
0.4070351758793971,1.0584736432457278,0.002101638923076,1.3566727013618913e-06,1.633324202145371e-09,1.4360022969025445e-06,2.267309485545167e-09
0.4170854271356783,1.0583071755660745,0.0021006431419537,1.3949431644018744e-06,1.69208487714272e-09,1.4762783603933498e-06,2.319430587529525e-09
0.4271356783919597,1.0581551848266944,0.0020915390609028,1.4334017945537894e-06,1.7310504516050615e-09,1.5167615408469805e-06,2.3733732954274e-09
0.4371859296482412,1.0579582616936547,0.0020840872967492,1.4721058873047624e-06,1.771982798874276e-09,1.5574265855619417e-06,2.428614252089609e-09
0.4472361809045226,1.0577965648932792,0.0020740968983496,1.5108900852206723e-06,1.8120950031881022e-09,1.5982143420777413e-06,2.479122812729403e-09
0.4572864321608041,1.057609437674017,0.0020751114130308,1.5498724374259242e-06,1.870002807463176e-09,1.63915971701249e-06,2.536187270065741e-09
0.4673366834170853,1.0574269474333369,0.0020628327494332,1.589052640309652e-06,1.895307147825558e-09,1.6803070827535191e-06,2.593904864926708e-09
0.4773869346733668,1.057224281928507,0.0020559749008062,1.6283672683822605e-06,1.937006431948898e-09,1.7215494160313195e-06,2.6485137087226873e-09
0.4874371859296482,1.0570933508126903,0.0020484399997057,1.6677815617050944e-06,1.980564828381533e-09,1.7630007994864598e-06,2.699650723038001e-09
0.4974874371859297,1.0569069536877205,0.0020447260014876,1.7053958318366924e-06,2.028925162703373e-09,1.8024447134582543e-06,2.749772744403709e-09
