timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,n_outliers_removed,temperature
20251206191956,20251206191956_Hx_94.050000E-3_T_Hy_-120.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.8999280065094096,0.09405,-0.00012,0.895,1.5,0.0018052555653153,1.301980950251942e-09,2,80
20251206192040,20251206192040_Hx_94.050000E-3_T_Hy_-120.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.8999280065094096,0.09405,-0.00012,0.895,1.5,0.0019253452212977,1.1892218828263532e-09,0,80
20251206192136,20251206192136_Hx_94.060000E-3_T_Hy_-130.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.8999290530369602,0.09406,-0.00013,0.895,1.5,0.0017963383869994,1.5167485548252139e-09,5,80
20251206192220,20251206192220_Hx_94.060000E-3_T_Hy_-130.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.8999290530369602,0.09406,-0.00013,0.895,1.5,0.0019887036518909,1.2854491263540821e-09,2,80
20251206192358,20251206192358_Hx_87.790000E-3_T_Hy_-150.000000E-6_T_Hz_835.700000E-3_T_decreasing.txt.dat,0.8402985163618938,0.08779,-0.00015,0.8357,1.5,0.0018112020529769,1.5246567301897043e-09,4,80
20251206192442,20251206192442_Hx_87.790000E-3_T_Hy_-150.000000E-6_T_Hz_835.700000E-3_T_increasing.txt.dat,0.8402985163618938,0.08779,-0.00015,0.8357,1.5,0.0019775187219063,1.6155449616334486e-09,4,80
20251206192601,20251206192601_Hx_81.510000E-3_T_Hy_-170.000000E-6_T_Hz_775.600000E-3_T_decreasing.txt.dat,0.7798713156668862,0.08151,-0.00017,0.7756,1.5,0.0017603711970546,1.7556353800170646e-09,8,80
20251206192645,20251206192645_Hx_81.510000E-3_T_Hy_-170.000000E-6_T_Hz_775.600000E-3_T_increasing.txt.dat,0.7798713156668862,0.08151,-0.00017,0.7756,1.5,0.0019575810562363,1.49675854372855e-09,4,80
20251206192804,20251206192804_Hx_75.240000E-3_T_Hy_-180.000000E-6_T_Hz_716.000000E-3_T_decreasing.txt.dat,0.7199424213088155,0.07524,-0.00018,0.716,1.5,0.0018258432278752,1.6997656552941092e-09,7,80
20251206192848,20251206192848_Hx_75.240000E-3_T_Hy_-180.000000E-6_T_Hz_716.000000E-3_T_increasing.txt.dat,0.7199424213088155,0.07524,-0.00018,0.716,1.5,0.0019701082245364,1.1764678702282992e-09,0,80
20251206193007,20251206193007_Hx_68.970000E-3_T_Hy_-170.000000E-6_T_Hz_656.400000E-3_T_decreasing.txt.dat,0.66001352243723,0.06897,-0.00017,0.6564,1.5,0.0018036067841935,1.531050906869186e-09,5,80
20251206193051,20251206193051_Hx_68.970000E-3_T_Hy_-170.000000E-6_T_Hz_656.400000E-3_T_increasing.txt.dat,0.66001352243723,0.06897,-0.00017,0.6564,1.5,0.0020026362046333,1.441721250495839e-09,3,80
20251206193210,20251206193210_Hx_62.710000E-3_T_Hy_-170.000000E-6_T_Hz_596.600000E-3_T_decreasing.txt.dat,0.5998867668152049,0.06271,-0.00017,0.5966,1.5,0.00179018798528,1.7407035036007096e-09,8,80
20251206193254,20251206193254_Hx_62.710000E-3_T_Hy_-170.000000E-6_T_Hz_596.600000E-3_T_increasing.txt.dat,0.5998867668152049,0.06271,-0.00017,0.5966,1.5,0.0020058249354971,1.511212862925893e-09,5,80
