Voltage (V),TMR_Ratio,TMR_Error
-1.0,3.835221687915294,0.004704630506188301
-0.9899497487437185,3.8442545359439926,0.004496698445960917
-0.9798994974874372,3.850792848975005,0.004593182829102135
-0.9698492462311558,3.861801505027103,0.005027589246478038
-0.9597989949748744,3.8698258001219084,0.0053253964592142955
-0.949748743718593,3.8823479635127054,0.005576372680042537
-0.9396984924623115,3.89159657500624,0.00569991743198139
-0.9296482412060302,3.904756508602395,0.006037850146024215
-0.9195979899497487,3.9133749949544585,0.0063013648391173896
-0.9095477386934674,3.927211926528401,0.006582991372805138
-0.8994974874371859,3.9368776188488255,0.006648974890630216
-0.8894472361809045,3.9524858278918518,0.0068557758800230255
-0.8793969849246231,3.9633069156056204,0.007109480910329823
-0.8693467336683417,3.980208515647874,0.007222559797070685
-0.8592964824120604,3.992688149859358,0.007166402667021598
-0.8492462311557789,4.012944973200447,0.007150047123684176
-0.8391959798994975,4.026842085242582,0.007190979445946197
-0.8291457286432161,4.049084863579488,0.007025663335932277
-0.8190954773869347,4.064549950265093,0.006816719536452024
-0.8090452261306533,4.088537818933869,0.006760900099118803
-0.7989949748743719,4.1049825285464365,0.006816214330238985
-0.7889447236180904,4.131752298667358,0.006892892478826185
-0.778894472361809,4.150615434139988,0.0067717347992425556
-0.7688442211055276,4.179649643495054,0.006328532283286147
-0.7587939698492463,4.1992147571911955,0.00596058339782472
-0.7487437185929648,4.227910631990117,0.005803866934353442
-0.7386934673366834,4.246353590012122,0.0057738583424427285
-0.728643216080402,4.275031896505464,0.005915561529697364
-0.7185929648241206,4.29400406425884,0.006228856875400161
-0.7085427135678393,4.320759030723252,0.006415140047026455
-0.6984924623115578,4.3386906599119115,0.006516779488624998
-0.6884422110552764,4.365116734058365,0.006819489791176585
-0.6783919597989949,4.382632746076671,0.00713541545191076
-0.6683417085427136,4.409886914978482,0.0072274348984846335
-0.6582914572864322,4.425287470513516,0.007653877157257756
-0.6482412060301508,4.448845225746237,0.008311967034084997
-0.6381909547738693,4.463027970253404,0.008657926012359738
-0.6281407035175879,4.479078160990205,0.009312445904247865
-0.6180904522613065,4.488612149283469,0.00964440202090865
-0.6080402010050251,4.500168508029905,0.009918106669189448
-0.5979899497487438,4.508216143248164,0.010275634352163325
-0.5879396984924623,4.52028627985199,0.01038173811009519
-0.5778894472361809,4.528356174727846,0.010199419950020636
-0.5678391959798995,4.537956280903757,0.01003959304938146
-0.5577889447236181,4.543204659043011,0.010104624676216194
-0.5477386934673367,4.542094236912071,0.010260781738893752
-0.5376884422110553,4.54059118466131,0.010194952711573946
-0.5276381909547738,4.545474259570518,0.010321100641645618
-0.5175879396984925,4.552484625677408,0.010574020182323207
-0.507537688442211,4.565487040660476,0.010524512268391753
-0.4974874371859297,4.569347803542657,0.010514839225006928
