timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,n_outliers_removed,temperature
20251206065949,20251206065949_Hx_94.050000E-3_T_Hy_-210.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.8999280230107294,0.09405,-0.00021,0.895,1.5,0.0020471787680278,1.3762139974856575e-09,3,70
20251206070033,20251206070033_Hx_94.050000E-3_T_Hy_-210.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.8999280230107294,0.09405,-0.00021,0.895,1.5,0.0023023218859844,1.2745003915098327e-09,2,70
20251206070129,20251206070129_Hx_94.050000E-3_T_Hy_-210.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.8999280230107294,0.09405,-0.00021,0.895,1.5,0.0020029663900065,1.3675878952575682e-09,3,70
20251206070213,20251206070213_Hx_94.050000E-3_T_Hy_-210.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.8999280230107294,0.09405,-0.00021,0.895,1.5,0.0023470255644167,1.2789087272924695e-09,2,70
20251206070351,20251206070351_Hx_87.780000E-3_T_Hy_-220.000000E-6_T_Hz_835.700000E-3_T_decreasing.txt.dat,0.8402974870841874,0.08778,-0.00022,0.8357,1.5,0.0019987255012509,1.5257622753117247e-09,6,70
20251206070435,20251206070435_Hx_87.780000E-3_T_Hy_-220.000000E-6_T_Hz_835.700000E-3_T_increasing.txt.dat,0.8402974870841874,0.08778,-0.00022,0.8357,1.5,0.0023167966938203,1.3783381621064075e-09,4,70
20251206070554,20251206070554_Hx_81.510000E-3_T_Hy_-220.000000E-6_T_Hz_775.600000E-3_T_decreasing.txt.dat,0.7798713281689487,0.08151,-0.00022,0.7756,1.5,0.0019881900313431,1.4379825146755555e-09,5,70
20251206070638,20251206070638_Hx_81.510000E-3_T_Hy_-220.000000E-6_T_Hz_775.600000E-3_T_increasing.txt.dat,0.7798713281689487,0.08151,-0.00022,0.7756,1.5,0.0022812715933018,1.5376460125430367e-09,6,70
20251206070758,20251206070758_Hx_75.240000E-3_T_Hy_-220.000000E-6_T_Hz_716.000000E-3_T_decreasing.txt.dat,0.7199424324208151,0.07524,-0.00022,0.716,1.5,0.0020110708965858,1.4185783343997864e-09,4,70
20251206070842,20251206070842_Hx_75.240000E-3_T_Hy_-220.000000E-6_T_Hz_716.000000E-3_T_increasing.txt.dat,0.7199424324208151,0.07524,-0.00022,0.716,1.5,0.0022643455606897,1.5027010855106283e-09,4,70
20251206071028,20251206071028_Hx_68.970000E-3_T_Hy_-220.000000E-6_T_Hz_656.400000E-3_T_decreasing.txt.dat,0.6600135372096545,0.06897,-0.00022,0.6564,1.5,0.0020189075320017,1.387165798249364e-09,3,70
20251206071112,20251206071112_Hx_68.970000E-3_T_Hy_-220.000000E-6_T_Hz_656.400000E-3_T_increasing.txt.dat,0.6600135372096545,0.06897,-0.00022,0.6564,1.5,0.0022119654730564,1.259665841910746e-09,2,70
20251206071231,20251206071231_Hx_62.700000E-3_T_Hy_-240.000000E-6_T_Hz_596.600000E-3_T_decreasing.txt.dat,0.5998857454549158,0.0627,-0.00024,0.5966,1.5,0.0019558948281751,1.1292036984032318e-09,1,70
