timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,temperature
20251202043644,20251202043644_Hx_94.070000E-3_T_Hy_-220.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.899930115786776,0.09407,-0.00022,0.895,1.5,-0.0001537904718774206,4.388850231221199e-10,110
20251202043738,20251202043738_Hx_94.070000E-3_T_Hy_-220.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.899930115786776,0.09407,-0.00022,0.895,1.5,-0.00018815687948792366,4.408246889051001e-10,110
20251202043909,20251202043909_Hx_94.080000E-3_T_Hy_-200.000000E-6_T_Hz_895.000000E-3_T_decreasing.txt.dat,0.8999311564780942,0.09408,-0.0002,0.895,1.5,-0.00016116464320685214,4.309980385326367e-10,110
20251202044003,20251202044003_Hx_94.080000E-3_T_Hy_-200.000000E-6_T_Hz_895.000000E-3_T_increasing.txt.dat,0.8999311564780942,0.09408,-0.0002,0.895,1.5,-0.00017578531016918843,4.3787214083925143e-10,110
20251202044217,20251202044217_Hx_87.810000E-3_T_Hy_-200.000000E-6_T_Hz_835.700000E-3_T_decreasing.txt.dat,0.8403006165057836,0.08781,-0.0002,0.8357,1.5,-0.00017029978248812286,4.342914711575358e-10,110
20251202044311,20251202044311_Hx_87.810000E-3_T_Hy_-200.000000E-6_T_Hz_835.700000E-3_T_increasing.txt.dat,0.8403006165057836,0.08781,-0.0002,0.8357,1.5,-0.00018488561841688734,4.4535280916664115e-10,110
20251202044509,20251202044509_Hx_81.540000E-3_T_Hy_-210.000000E-6_T_Hz_775.600000E-3_T_decreasing.txt.dat,0.7798744615000545,0.08154,-0.00021,0.7756,1.5,-0.00016576616741462928,4.328154019709662e-10,110
20251202044603,20251202044603_Hx_81.540000E-3_T_Hy_-210.000000E-6_T_Hz_775.600000E-3_T_increasing.txt.dat,0.7798744615000545,0.08154,-0.00021,0.7756,1.5,-0.00020192910474556736,4.3982367341850674e-10,110
20251202045224,20251202045224_Hx_75.260000E-3_T_Hy_-210.000000E-6_T_Hz_716.000000E-3_T_decreasing.txt.dat,0.7199445198763583,0.07526,-0.00021,0.716,1.5,-0.00020009445778179614,4.366328116618983e-10,110
20251202045319,20251202045319_Hx_75.260000E-3_T_Hy_-210.000000E-6_T_Hz_716.000000E-3_T_increasing.txt.dat,0.7199445198763583,0.07526,-0.00021,0.716,1.5,-0.00016665273489826723,4.3542020959455684e-10,110
20251202045513,20251202045513_Hx_69.000000E-3_T_Hy_-210.000000E-6_T_Hz_656.400000E-3_T_decreasing.txt.dat,0.6600166695622164,0.069,-0.00021,0.6564,1.5,-0.00016953259173981775,4.360059394833521e-10,110
20251202045607,20251202045607_Hx_69.000000E-3_T_Hy_-210.000000E-6_T_Hz_656.400000E-3_T_increasing.txt.dat,0.6600166695622164,0.069,-0.00021,0.6564,1.5,-0.00019405423527274577,4.3861790353506707e-10,110
20251202045805,20251202045805_Hx_62.730000E-3_T_Hy_-210.000000E-6_T_Hz_596.600000E-3_T_decreasing.txt.dat,0.5998888705418697,0.06273,-0.00021,0.5966,1.5,-0.00017076038269064756,4.321964971255583e-10,110
20251202045902,20251202045902_Hx_62.730000E-3_T_Hy_-210.000000E-6_T_Hz_596.600000E-3_T_increasing.txt.dat,0.5998888705418697,0.06273,-0.00021,0.5966,1.5,-0.000201868991881053,4.400475668498279e-10,110
20251202050100,20251202050100_Hx_56.450000E-3_T_Hy_-210.000000E-6_T_Hz_537.000000E-3_T_decreasing.txt.dat,0.5399589304752724,0.05645,-0.00021,0.537,1.5,-0.00018415763152772736,4.2731672657531457e-10,110
20251202050157,20251202050157_Hx_56.450000E-3_T_Hy_-210.000000E-6_T_Hz_537.000000E-3_T_increasing.txt.dat,0.5399589304752724,0.05645,-0.00021,0.537,1.5,-0.00019101453368228108,4.37339770872583e-10,110
20251202050355,20251202050355_Hx_50.170000E-3_T_Hy_-220.000000E-6_T_Hz_477.400000E-3_T_decreasing.txt.dat,0.48002899631168117,0.05017,-0.00022,0.4774,1.5,-0.0001785612291251026,4.2825007230707817e-10,110
20251202050452,20251202050452_Hx_50.170000E-3_T_Hy_-220.000000E-6_T_Hz_477.400000E-3_T_increasing.txt.dat,0.48002899631168117,0.05017,-0.00022,0.4774,1.5,-0.00019208868438912402,4.3330693065278473e-10,110
20251202050650,20251202050650_Hx_43.910000E-3_T_Hy_-210.000000E-6_T_Hz_417.600000E-3_T_decreasing.txt.dat,0.4199022412419348,0.04391,-0.00021,0.4176,1.5,-0.0001748446933065535,4.2845024758006873e-10,110
20251202050744,20251202050744_Hx_43.910000E-3_T_Hy_-210.000000E-6_T_Hz_417.600000E-3_T_increasing.txt.dat,0.4199022412419348,0.04391,-0.00021,0.4176,1.5,-0.00019229454923742515,4.2962404697314277e-10,110
20251202050945,20251202050945_Hx_37.640000E-3_T_Hy_-210.000000E-6_T_Hz_358.000000E-3_T_decreasing.txt.dat,0.35997335137479275,0.03764,-0.00021,0.358,1.5,-0.00018927486077917463,4.247914100373879e-10,110
20251202051042,20251202051042_Hx_37.640000E-3_T_Hy_-210.000000E-6_T_Hz_358.000000E-3_T_increasing.txt.dat,0.35997335137479275,0.03764,-0.00021,0.358,1.5,-0.00020386908579488289,4.3468528686382425e-10,110
20251202051240,20251202051240_Hx_31.370000E-3_T_Hy_-210.000000E-6_T_Hz_298.400000E-3_T_decreasing.txt.dat,0.3000444650381006,0.03137,-0.00021,0.2984,1.5,-0.00021266697084655433,4.2129580617238325e-10,110
20251202051334,20251202051334_Hx_31.370000E-3_T_Hy_-210.000000E-6_T_Hz_298.400000E-3_T_increasing.txt.dat,0.3000444650381006,0.03137,-0.00021,0.2984,1.5,-0.0002306638747298543,4.239734407508532e-10,110
20251202051556,20251202051556_Hx_25.090000E-3_T_Hy_-220.000000E-6_T_Hz_238.600000E-3_T_decreasing.txt.dat,0.2399156445503294,0.02509,-0.00022,0.2386,1.5,-0.00021048310215743943,4.206536477241264e-10,110
