temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
80,0.3,0.255,0.375,221.72150153171498,97.65071462944641,522.1142362212427,229.94986022101736,9.947951005624743,72,9,18,625.0032306176911,7.343277276652683,532.1060960960752,6.967731163443764,92.89713452161585,10.122894780043357
