temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV,Phi_AFM_m2_meV,Phi_AFM_m2_err_meV,Phi_FM_m2_meV,Phi_FM_m2_err_meV,Delta_ex_m2_meV,Delta_ex_m2_err_meV
70,0.3,0.255,0.375,255.51618557928919,102.1078431106061,601.6946356319581,240.44559571173053,5.488971618620934,72,36,72,668.1799767609658,4.237590156234214,523.7759263759024,4.211779680342104,144.40405038506344,5.974634583634027,674.6827521936161,12.957493958703859,522.410776787161,4.613570506247762,152.2719754064552,13.754333226513245
