H,abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,n,Phi_err_m2_eV,region,Phi_meV,Phi_err_m2_meV,Phi_err_stat_meV,Phi_err_repeat_meV,Phi_err_floor_meV
-0.899925921062395,0.899925921062395,0.35165385821948053,0.0010992947026458905,,0.0011373522493607403,1,0.0013537453233944863,FM,351.6538582194805,1.3537453233944863,1.0992947026458906,,1.1373522493607402
-0.8600064757369694,0.8600064757369694,0.3493634527952674,0.0007493424303268201,8.717121934172115e-05,0.0011373522493607403,2,0.0013901403038226884,FM,349.36345279526745,1.3901403038226883,0.7493424303268201,0.08717121934172115,1.1373522493607402
-0.8199868800168431,0.8199868800168431,0.349028418143973,0.000600393244264767,0.0007990744333589764,0.0011373522493607403,3,0.0035282304105071776,FM,349.028418143973,3.5282304105071773,0.600393244264767,0.7990744333589764,1.1373522493607402
-0.7798695711675695,0.7798695711675695,0.35007840051881717,0.0006092063003493961,0.0004509319107512766,0.0011373522493607403,3,0.00199104315463191,FM,350.07840051881715,1.9910431546319103,0.6092063003493962,0.4509319107512766,1.1373522493607402
-0.7400492292408661,0.7400492292408661,0.3490295764572475,0.000745595422690953,0.0013336051822369838,0.0011373522493607403,2,0.021267321109125926,FM,349.0295764572475,21.267321109125927,0.745595422690953,1.3336051822369839,1.1373522493607402
-0.6999319241897743,0.6999319241897743,0.3482470486238828,0.0010299418448139776,,0.0011373522493607403,1,0.0013537453233944863,FM,348.2470486238828,1.3537453233944863,1.0299418448139777,,1.1373522493607402
-0.6799706295769745,0.6799706295769745,0.35158218880121567,0.0011082562190053206,,0.0011373522493607403,1,0.0013537453233944863,FM,351.5821888012157,1.3537453233944863,1.1082562190053205,,1.1373522493607402
-0.6199935757731688,0.6199935757731688,0.3502811233479753,0.001049954843483382,,0.0011373522493607403,1,0.0013537453233944863,FM,350.28112334797527,1.3537453233944863,1.0499548434833819,,1.1373522493607402
-0.5800725626589526,0.5800725626589526,0.34981581190105404,0.0005339891931932655,0.0008785994836779737,0.0011373522493607403,4,0.002565517999202827,FM,349.815811901054,2.565517999202827,0.5339891931932655,0.8785994836779737,1.1373522493607402
-0.5399542122251901,0.5399542122251901,0.3502314733539739,0.0007636338594729917,0.00016102636515477256,0.0011373522493607403,2,0.0025679259951866,FM,350.2314733539739,2.5679259951866,0.7636338594729917,0.16102636515477256,1.1373522493607402
-0.4998358627086731,0.4998358627086731,0.34977444824700754,0.0007409190806624876,0.000788310288783292,0.0011373522493607403,2,0.012571372898431679,FM,349.7744482470075,12.57137289843168,0.7409190806624876,0.7883102887832919,1.1373522493607402
-0.4600163964469093,0.4600163964469093,0.35095296769530243,0.0007457916382973897,0.0011991871700614773,0.0011373522493607403,2,0.01912372488899749,FM,350.95296769530245,19.12372488899749,0.7457916382973897,1.1991871700614773,1.1373522493607402
-0.4198980421483292,0.4198980421483292,0.3502033087970922,0.0007205285639851769,0.0010470247122445944,0.0011373522493607403,2,0.016697153746166985,FM,350.20330879709223,16.697153746166986,0.720528563985177,1.0470247122445944,1.1373522493607402
-0.3799785980815235,0.3799785980815235,0.34862440643488646,0.0010596699067081119,,0.0011373522493607403,1,0.0013537453233944863,FM,348.62440643488645,1.3537453233944863,1.059669906708112,,1.1373522493607402
-0.3399597054554162,0.3399597054554162,0.37667940190623356,0.0009043586425125271,0.08529483624051724,0.0011373522493607403,3,0.37661051651721206,spinflip,376.6794019062336,376.61051651721203,0.9043586425125271,85.29483624051724,1.1373522493607402
-0.30004026629770875,0.30004026629770875,0.498233026774382,0.0009911364198009933,0.005343161061688849,0.0011373522493607403,4,0.015602075952763373,spinflip,498.23302677438204,15.602075952763373,0.9911364198009933,5.343161061688849,1.1373522493607402
-0.25992192433498174,0.25992192433498174,0.4602452208693101,0.0008217906636634618,0.037353967455570174,0.0011373522493607403,4,0.10907390412720362,spinflip,460.24522086931006,109.07390412720362,0.8217906636634619,37.35396745557017,1.1373522493607402
-0.2200024849859654,0.2200024849859654,0.4548856643486496,0.000765645743531205,0.03938399212262589,0.0011373522493607403,4,0.11500159349978926,AFM,454.8856643486496,115.00159349978927,0.7656457435312051,39.38399212262589,1.1373522493607402
-0.17998464490061367,0.17998464490061367,0.45429699898344816,0.0007756403078293591,0.04021544039725012,0.0011373522493607403,4,0.11742942956568939,AFM,454.2969989834482,117.42942956568939,0.7756403078293591,40.21544039725012,1.1373522493607402
-0.13986632421708936,0.13986632421708936,0.44326010975538255,0.0006565373721482605,0.005158737268046743,0.0011373522493607403,4,0.02731766944760959,AFM,443.26010975538253,27.317669447609592,0.6565373721482605,5.1587372680467425,1.1373522493607402
-0.09994692516530919,0.09994692516530919,0.45262464183947826,0.0006892663577769599,0.006105566769005408,0.0011373522493607403,4,0.02731766944760959,AFM,452.6246418394783,27.317669447609592,0.6892663577769599,6.105566769005407,1.1373522493607402
-0.05992813905003026,0.05992813905003026,0.4567931525343969,0.000706006575910925,0.012765423630317,0.0011373522493607403,4,0.03727514606989109,AFM,456.7931525343969,37.275146069891086,0.706006575910925,12.765423630317,1.1373522493607402
-0.020009174145828403,0.020009174145828403,0.45792766693041603,0.0007126228161115503,0.0119063180098087,0.0011373522493607403,4,0.03476655031770169,AFM,457.927666930416,34.76655031770169,0.7126228161115503,11.9063180098087,1.1373522493607402
0.02001130930228977,0.02001130930228977,0.4587332099147126,0.000717090530824748,0.013207700012885187,0.0011373522493607403,4,0.03856659688585455,AFM,458.73320991471263,38.56659688585455,0.7170905308247479,13.207700012885187,1.1373522493607402
0.05993126813272344,0.05993126813272344,0.4581220821245942,0.0007069147233036405,0.011899300913443234,0.0011373522493607403,4,0.03474606033635959,AFM,458.1220821245942,34.74606033635959,0.7069147233036405,11.899300913443234,1.1373522493607402
0.09995006428211653,0.09995006428211653,0.45885567252501375,0.00071702692728465,0.01281421695817054,0.0011373522493607403,4,0.037417623004119674,AFM,458.85567252501374,37.417623004119676,0.7170269272846499,12.814216958170539,1.1373522493607402
0.13986893454142063,0.13986893454142063,0.45617820324609976,0.000717182736389916,0.01591760336197984,0.0011373522493607403,4,0.04647953781896183,AFM,456.17820324609977,46.47953781896183,0.7171827363899159,15.917603361979841,1.1373522493607402
0.17998725482586633,0.17998725482586633,0.4477470834244415,0.0007264185751907938,0.04054686866972591,0.0011373522493607403,4,0.11839720295308304,AFM,447.74708342444154,118.39720295308304,0.7264185751907938,40.54686866972591,1.1373522493607402
0.22000666671716881,0.22000666671716881,0.4487382870205806,0.0007352686728095331,0.03965511370194995,0.0011373522493607403,4,0.11579327082791198,AFM,448.73828702058063,115.79327082791198,0.7352686728095331,39.65511370194995,1.1373522493607402
0.2599266229145134,0.2599266229145134,0.45342805927922025,0.0007862411035393808,0.03856839948172098,0.0011373522493607403,4,0.11262005601982208,spinflip,453.42805927922024,112.62005601982209,0.7862411035393808,38.56839948172098,1.1373522493607402
0.3000449664629315,0.3000449664629315,0.4945772611763953,0.0010092879094841115,0.0025975582475952384,0.0011373522493607403,4,0.0075848922768384786,spinflip,494.57726117639527,7.584892276838478,1.0092879094841114,2.5975582475952383,1.1373522493607402
0.3399642403740429,0.3399642403740429,0.3786461834699961,0.0009232449506833792,0.08946019546897264,0.0011373522493607403,3,0.3950022288371091,spinflip,378.6461834699961,395.0022288371091,0.9232449506833792,89.46019546897264,1.1373522493607402
