temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
90,0.3,0.255,0.375,186.256522007545,119.5304625725929,438.6005915411151,281.4727292577634,63.961416427860755,72,9,18,658.1348315738244,21.635153708690403,601.7955163908111,16.693093141570404,56.33931518301316,27.326529868093473
