temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
50,0.3,0.255,0.375,175.00686011239392,2.4436158358609146,412.10966221059243,5.754275552640339,0.9723988520617963,72,9,18,703.9577789955248,0.6182133126146083,567.7826819835892,0.24059661761710402,136.17509701193563,0.6633810611577017
