temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
100,0.3,0.255,0.375,180.96601985451326,12.759916668857853,426.14241102287656,30.047307544751007,21.371372383588316,112,12,28,730.374426361088,6.4013486908949515,741.2743569549688,4.165367651211462,-10.899930593880836,7.637247719707762
