temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV,Phi_AFM_m2_meV,Phi_AFM_m2_err_meV,Phi_FM_m2_meV,Phi_FM_m2_err_meV,Delta_ex_m2_meV,Delta_ex_m2_err_meV
30,0.3,0.255,0.375,140.6619149916617,1.1433393175230067,331.23349699480434,2.692358343175181,1.7576110641786453,112,48,112,795.3830325253288,1.61693555616939,595.2910792662817,0.17433278763208615,200.09195325904705,1.6263064021421023,793.4114109386833,11.387921969512526,595.3595942788459,0.44656879736811145,198.05181665983739,11.396674535779676
