df_index,H,A,A_err,V_peak,V_peak_err,V0_gauss,V0_gauss_err,slope,slope_err,intercept,intercept_err,chi2,n_points,V_peak_rough,abs_H,fwhm_meas_V,fwhm_meas_err,V_left_meas,V_right_meas,height_meas,sigma_noise,fwhm_fit_V,fwhm_fit_err_V,Phi_eV,Phi_err_eV,Phi_err_stat_eV,Phi_err_floor_eV,Phi_err_repeat_eV,window,Phi_meV,Phi_meV_err,Phi_err_stat_meV,Phi_err_repeat_meV,Phi_err_floor_meV,fwhm_fit_meV,fwhm_fit_meV_err,fwhm_meas_meV,fwhm_meas_meV_err
0,0.8999280065094096,0.28328653560180544,0.288058324130709,0.5327332211509519,0.06237018590886018,0.5143236430992898,0.32265376651648753,0.10578215916429855,1.5512906700766844,1.6814299565601716,0.9354152832268542,0.8706758738846586,90,0.5321425263797595,0.8999280065094096,0.19114442138989657,0.12350474270494018,0.3396883053402772,0.5308327267301738,0.41235514841526894,0.0857881119112152,0.5221142362212428,0.22994986022101738,0.5327332211509519,0.06237018590886018,0.06237018590886018,0.009947951005624744,0.010841871279113742,FM,532.7332211509519,62.370185908860186,62.370185908860186,10.841871279113741,9.947951005624743,522.1142362212428,229.9498602210174,191.14442138989656,123.50474270494017
1,0.8999280065094096,0.29133295176669133,0.31614356494199003,0.5308014327397796,0.06140985193997763,0.5036705698949382,0.31310951265645665,0.15958062566735406,1.5700818008318356,1.646099959257804,0.9849351757756486,0.0029560479135163045,90,0.5317653751026052,0.8999280065094096,0.5467124942720176,0.009221671360734427,0.21530639858778344,0.7620188928598011,0.29280875625802794,0.005977859110557942,0.5221142362212428,0.22994986022101738,0.5308014327397796,0.06140985193997763,0.06140985193997763,0.009947951005624744,0.010841871279113742,FM,530.8014327397797,61.409851939977635,61.409851939977635,10.841871279113741,9.947951005624743,522.1142362212428,229.9498602210174,546.7124942720176,9.221671360734428
2,0.8999290530369602,0.45030352476017005,0.9206220520750645,0.509814486163001,0.06912851300219407,0.38100571338029504,0.17626333412227987,0.9965575360984978,2.273687552597939,1.12802092919504,1.7807685235669166,2.5440037977195686,90,0.5277953327657314,0.8999290530369602,0.01834927904732364,0.010548731471231714,0.555460988622708,0.5738102676700316,0.5297306676219855,0.13466399549685876,0.5221142362212428,0.22994986022101738,0.509814486163001,0.06912851300219407,0.06912851300219407,0.009947951005624744,0.010841871279113742,FM,509.81448616300094,69.12851300219407,69.12851300219407,10.841871279113741,9.947951005624743,522.1142362212428,229.9498602210174,18.34927904732364,10.548731471231713
3,0.8999290530369602,0.28575198311090627,0.3069987582289169,0.5307200459302605,0.06346949964153695,0.5020496066590017,0.33090861916243347,0.1652696479797067,1.623527785540011,1.6485677533458432,0.9892710254266008,1.692397812421246,89,0.5272951284188376,0.8999290530369602,0.19501091685356292,0.20141445845181247,0.3149586091065542,0.5099695259601171,0.41311295708266127,0.08700852008638528,0.5221142362212428,0.22994986022101738,0.5307200459302605,0.06346949964153695,0.06346949964153695,0.009947951005624744,0.010841871279113742,FM,530.7200459302604,63.46949964153695,63.46949964153695,10.841871279113741,9.947951005624743,522.1142362212428,229.9498602210174,195.01091685356292,201.41445845181246
4,0.8402985163618938,0.6024742913621831,1.152758375574884,0.5045124335667334,0.07183540844537348,0.34930675422783025,0.12882844102963575,1.488680083137168,2.602849957966344,0.7953041022348036,2.086244349461536,0.9042349439874109,90,0.5276672307398798,0.8402985163618938,,,,0.5755865754335984,0.7251158913517114,0.10499188982718134,0.5221142362212428,0.22994986022101738,0.5045124335667334,0.07183540844537348,0.07183540844537348,0.009947951005624744,0.011991778459426613,FM,504.51243356673336,71.83540844537347,71.83540844537347,11.991778459426612,9.947951005624743,522.1142362212428,229.9498602210174,,
5,0.8402985163618938,0.29051450084142966,0.3607113338969729,0.52729481900248,0.06358016455003358,0.4848915901407587,0.31241370238190086,0.2461229699623976,1.608963903369409,1.6062681583680878,1.05023360429426,0.8123893249002709,90,0.5281610700480963,0.8402985163618938,0.38031869911856914,0.17064877711927498,0.23818379308193788,0.618502492200507,0.37206053288328966,0.09308516839451389,0.5221142362212428,0.22994986022101738,0.52729481900248,0.06358016455003358,0.06358016455003358,0.009947951005624744,0.011991778459426613,FM,527.29481900248,63.58016455003358,63.58016455003358,11.991778459426612,9.947951005624743,522.1142362212428,229.9498602210174,380.31869911856916,170.64877711927497
6,0.7798713156668862,0.296085968077771,0.2872782486742362,0.5315317573262024,0.05942863916060906,0.5157730432427852,0.3089425408359497,0.09479178667127415,1.5450161104049274,1.6799348189899033,0.9098038799678827,2.567843533754536,90,0.5280657428000001,0.7798713156668862,0.2913905844486714,0.2355765203433159,0.3168136518055886,0.60820423625426,0.4080813126414996,0.15351938911255153,0.5221142362212428,0.22994986022101738,0.5315317573262024,0.05942863916060906,0.05942863916060906,0.009947951005624744,0.014458817088836945,FM,531.5317573262024,59.42863916060906,59.42863916060906,14.458817088836945,9.947951005624743,522.1142362212428,229.9498602210174,291.3905844486714,235.57652034331588
7,0.7798713156668862,0.2905295062818482,0.3200393294075328,0.5294811238466935,0.061960085570373725,0.498030433797733,0.3138295213483509,0.18390688217678797,1.5736097503387312,1.6396705820953248,0.986262655723684,1.8280215909435087,90,0.528084298482465,0.7798713156668862,0.3330332787457179,0.18941709832440412,0.2767118108278787,0.6097450895735966,0.38670409858910887,0.12831601534422013,0.5221142362212428,0.22994986022101738,0.5294811238466935,0.061960085570373725,0.061960085570373725,0.009947951005624744,0.014458817088836945,FM,529.4811238466935,61.96008557037373,61.96008557037373,14.458817088836945,9.947951005624743,522.1142362212428,229.9498602210174,333.0332787457179,189.41709832440412
8,0.7199424213088155,0.42515736879913024,0.613237698580787,0.5461119051886523,0.047899346769049174,0.6164243487956178,0.2110749063340795,-0.5783028079349604,1.839647709067555,1.9430459919612815,0.6690112219859182,0.7755903559102735,90,0.5289786607967937,0.7199424213088155,,,0.4053760124960115,,0.5461155946491596,0.12951433955230598,0.5221142362212428,0.22994986022101738,0.5461119051886523,0.047899346769049174,0.047899346769049174,0.009947951005624744,0.008537304174503536,FM,546.1119051886523,47.899346769049174,47.899346769049174,8.537304174503536,9.947951005624743,522.1142362212428,229.9498602210174,,
9,0.7199424213088155,0.2917651525082489,0.3288495370872401,0.5289893147860222,0.062008608144353765,0.4951227917824837,0.31225273588171176,0.1987315460154077,1.580480225425677,1.6333769880055682,1.000352181981446,0.004025274827534956,90,0.5283374972953909,0.7199424213088155,0.5432046982560499,0.01622811099479916,0.20482936148201877,0.7480340597380687,0.2937907144144199,0.0056885043846281,0.5221142362212428,0.22994986022101738,0.5289893147860222,0.062008608144353765,0.062008608144353765,0.009947951005624744,0.008537304174503536,FM,528.9893147860222,62.008608144353765,62.008608144353765,8.537304174503536,9.947951005624743,522.1142362212428,229.9498602210174,543.2046982560499,16.22811099479916
10,0.66001352243723,0.2949902151156654,0.2850428240633903,0.5302824519902305,0.05957379024073261,0.5170535693984262,0.31012865925117694,0.07931150313839636,1.5438232770329876,1.693895973233328,0.9042974447227002,2.5149188537505824,90,0.52893172188502,0.66001352243723,0.2049212788351154,0.5806062253676871,0.33296365273538436,0.5378849315704998,0.4248288798062932,0.13378492232158734,0.5221142362212428,0.22994986022101738,0.5302824519902305,0.05957379024073261,0.05957379024073261,0.009947951005624744,0.012099934547592367,FM,530.2824519902305,59.573790240732606,59.573790240732606,12.099934547592367,9.947951005624743,522.1142362212428,229.9498602210174,204.9212788351154,580.6062253676871
11,0.66001352243723,0.590479136970228,1.1423355740523056,0.5050011080211675,0.07345475389929466,0.3497115031188672,0.1302956464224248,1.459607003929138,2.588445381442181,0.8262853269264543,2.0716515876809174,0.9312199948629855,90,0.5280722741608217,0.66001352243723,,,,0.5751816632785751,0.7044885243411305,0.08618926884776418,0.5221142362212428,0.22994986022101738,0.5050011080211675,0.07345475389929466,0.07345475389929466,0.009947951005624744,0.012099934547592367,FM,505.0011080211675,73.45475389929466,73.45475389929466,12.099934547592367,9.947951005624743,522.1142362212428,229.9498602210174,,
12,0.5998867668152049,0.36703503453061026,0.4251772725729201,0.5412406978605211,0.05138990509648778,0.5916381481903956,0.24776104279702277,-0.366593937215778,1.6380933506457531,1.8769035076258114,0.7394583489002555,4.3157266712395685,90,0.5406905848977958,0.5998867668152049,0.018923621220314768,0.013805460689725733,0.6401937038678892,0.659117325088204,0.5496450398369173,0.17900736632356068,0.5221142362212428,0.22994986022101738,0.5412406978605211,0.05138990509648778,0.05138990509648778,0.009947951005624744,0.014802560856814237,FM,541.2406978605211,51.38990509648778,51.38990509648778,14.802560856814237,9.947951005624743,522.1142362212428,229.9498602210174,18.923621220314768,13.805460689725733
13,0.5998867668152049,1.067181983829471,1.5177422300586028,0.5628291442807616,0.0290962043511532,0.6925284388605103,0.11054234695167091,-2.3725505695686624,3.133426158807962,2.48194661485759,0.7481864186081205,1.4988720718253798,89,0.5309376786603709,0.5998867668152049,,,,,1.825299787073898,,0.5221142362212428,0.22994986022101738,0.5628291442807616,0.0290962043511532,0.0290962043511532,0.009947951005624744,0.014802560856814237,FM,562.8291442807616,29.0962043511532,29.0962043511532,14.802560856814237,9.947951005624743,522.1142362212428,229.9498602210174,,
14,0.5399568291076612,0.2866103530045267,0.3170896385353215,0.5291285671342685,0.06275037652687981,0.49831686865122654,0.3181180447468759,0.17791627673709967,1.5728363690526403,1.6573989705704648,0.9837776829794722,0.9254829021457041,90,0.5293720595623246,0.5399568291076612,0.3227355355974376,0.2133505560428808,0.2840365157246558,0.6067720513220934,0.38569118909493944,0.10518412174485714,0.5221142362212428,0.22994986022101738,0.5291285671342685,0.06275037652687981,0.06275037652687981,0.009947951005624744,0.006094487385092353,FM,529.1285671342685,62.75037652687981,62.75037652687981,6.094487385092353,9.947951005624743,522.1142362212428,229.9498602210174,322.7355355974376,213.3505560428808
15,0.5399568291076612,0.28341203379251034,0.29169035784459935,0.5318881948038077,0.06243273031395199,0.5124236675555841,0.3224109599637282,0.11183918910231752,1.554011752174069,1.6937493795730807,0.9436153107759091,0.003633739583301608,90,0.5330214866087175,0.5399568291076612,0.531344584002108,0.1013082610734919,0.23738496223673133,0.7687295462388394,0.2853006153054928,0.056393555579522976,0.5221142362212428,0.22994986022101738,0.5318881948038077,0.06243273031395199,0.06243273031395199,0.009947951005624744,0.006094487385092353,FM,531.8881948038077,62.432730313951986,62.432730313951986,6.094487385092353,9.947951005624743,522.1142362212428,229.9498602210174,531.344584002108,101.3082610734919
16,0.48002688976764624,0.29632702630824337,0.28670341857876347,0.5303751393656814,0.059335146814497086,0.5123359609989842,0.30870832865301434,0.10826117269984964,1.5444642535802642,1.6876669497348227,0.9015947592090428,0.004401422902149433,90,0.5266596176616734,0.48002688976764624,0.5393193851055287,0.008585992713016246,0.23946558908063448,0.7787849741861631,0.2977998762236811,0.00600975503592352,0.5221142362212428,0.22994986022101738,0.5303751393656814,0.059335146814497086,0.059335146814497086,0.009947951005624744,0.002973793090153407,FM,530.3751393656813,59.33514681449709,59.33514681449709,2.973793090153407,9.947951005624743,522.1142362212428,229.9498602210174,539.3193851055287,8.585992713016246
17,0.48002688976764624,0.2890944328671968,0.3344291829371213,0.5297625255396793,0.06350299756058857,0.4967726093454359,0.32626762106006646,0.19191902781808864,1.6441170042394964,1.6521215624654944,1.0408972080857157,0.8624958030976494,89,0.5314679685083166,0.48002688976764624,0.2525211675146659,0.16566783486757605,0.3020724614639637,0.5545936289786296,0.4096108186184244,0.06235615656905882,0.5221142362212428,0.22994986022101738,0.5297625255396793,0.06350299756058857,0.06350299756058857,0.009947951005624744,0.002973793090153407,FM,529.7625255396792,63.50299756058857,63.50299756058857,2.973793090153407,9.947951005624743,522.1142362212428,229.9498602210174,252.5211675146659,165.66783486757606
18,0.41990014074777354,0.294857613008802,0.3631354513317974,0.527510203293988,0.06267640106092427,0.4848467465956363,0.30787125420700806,0.25131654408872395,1.6094330112006505,1.6223688956112714,1.0519477931522014,0.8686098610537587,90,0.5295903975212425,0.41990014074777354,0.2928720276426276,0.27563682027606956,0.27686432966285385,0.5697363573054814,0.4132223376539018,0.11461937049453273,0.5221142362212428,0.22994986022101738,0.527510203293988,0.06267640106092427,0.06267640106092427,0.009947951005624744,0.0015066499199048726,FM,527.510203293988,62.67640106092427,62.67640106092427,1.5066499199048726,9.947951005624743,522.1142362212428,229.9498602210174,292.8720276426276,275.63682027606956
19,0.41990014074777354,0.2935744021825665,0.31362384993786946,0.5307327653036071,0.061696391668635504,0.5051807610928816,0.32206318446373494,0.1516287432050376,1.6254307251170792,1.6731644892396995,1.001868589709947,0.0031677026763074984,89,0.5312237562279558,0.41990014074777354,0.5314115381775992,0.1846610109233382,0.23101613608354035,0.7624276742611396,0.2971168394543831,0.09412737525936557,0.5221142362212428,0.22994986022101738,0.5307327653036071,0.061696391668635504,0.061696391668635504,0.009947951005624744,0.0015066499199048726,FM,530.7327653036072,61.696391668635506,61.696391668635506,1.5066499199048726,9.947951005624743,522.1142362212428,229.9498602210174,531.4115381775993,184.6610109233382
