temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV,Phi_AFM_m2_meV,Phi_AFM_m2_err_meV,Phi_FM_m2_meV,Phi_FM_m2_err_meV,Delta_ex_m2_meV,Delta_ex_m2_err_meV
20,0.31,0.2635,0.3875,140.7269487738974,1.0084126715313653,331.3866398488171,2.374630372585269,2.403232377928728,104,56,104,808.217521398171,0.5216094566569623,607.6407631139504,0.23689505948807096,200.57675828422072,0.5728836657505852,807.2606629658467,5.241679835898535,607.5650795403272,0.8059948671406731,199.6955834255194,5.3032853240158975
