temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
60,0.3,0.255,0.375,212.85905949781352,4.216128652252298,501.24478007188674,9.92822426275303,1.2128750002925366,72,9,20,666.4364524590586,0.6340883488714909,543.4704745675035,0.3026282217618173,122.96597789155506,0.7026036398861689
