temperature_K,H_sf_T,H_AFM_max_T,H_FM_min_T,sigma_shared_meV,sigma_shared_err_meV,fwhm_shared_meV,fwhm_shared_err_meV,sigma_floor_meV,n_FM_floor,n_AFM,n_FM,Phi_AFM_meV,Phi_AFM_err_meV,Phi_FM_meV,Phi_FM_err_meV,Delta_ex_meV,Delta_ex_err_meV
40,0.3,0.255,0.375,158.6466716747542,1.9310491218032189,373.5843625371549,4.54727317996163,1.9157664806947816,55,12,27,759.6881516983535,5.250170927060643,588.9762703384208,0.37817498326361976,170.71188135993276,5.263773464095814
