! Date:	25-Nov-25
!Time:	15:08
! User Name:	Aditya Kumar
! Sample Name:	Gr-CrSBr-Gr
! Sample ID:	SHCBS2
! Current Source:	Keithley 2400
! LockIn Specifications:
!LockIn Input Voltage (V)=	
!LockIn Input Frequency (Hz)=	
!Time Constant for Zi LockIn  1st Harmonic (s)=	
!Time Constant for Zi LockIn 2nd Harmonic (s)=	
!Time Constant of SR7265=	
!Time Constant of SR7225=	
! Measuring Insturment 1:	
! Measuring Insturment 1:	
! U1, th1 (volts):	
! U2, th2 (volts):	
! U3, th3 (volts):	
! U4 , th4(volts):	
! U5, th5 (volts):	
! Comments:	


! 
! 
date	time	Tcryo (K)	Tsample (K)	Hx (T)	Hy (T)	Hz (T)	|H|	phi	theta	L1_Ch1	L1_Ch2	L2_Ch1	L2_Ch2	L3_Ch1	L3_Ch2	L4_Ch1	L4_Ch2	L5_ Ch1	L5_Ch2
25-Nov-25	15:13:07	150.2360	0.0000	-0.000010	3.428540	0.000000	3.428540	84.0000	90.0000	9.998648E-2	8.099308E-7	3.384250E-7	3.640899E-11	-1.000616E-1	7.686563E-7	-3.269106E-7	3.032782E-11	3.006724E+5	1.081965E-4	
25-Nov-25	15:14:52	150.0364	0.0000	-0.000010	3.428550	0.000000	3.428550	84.0000	90.0000	9.998703E-2	8.371541E-7	3.385324E-7	3.799847E-11	-1.000611E-1	1.208645E-6	-3.270792E-7	3.384412E-11	3.005478E+5	1.181612E-4	
25-Nov-25	15:16:45	150.2109	0.0000	-0.000010	3.200000	0.000000	3.200000	84.0000	90.0000	9.998708E-2	1.229985E-6	3.365063E-7	4.221066E-11	-1.000609E-1	1.081573E-6	-3.249135E-7	3.014245E-11	3.024524E+5	1.209456E-4	
25-Nov-25	15:18:38	149.8997	0.0000	-0.000010	2.971510	0.000000	2.971510	84.0000	90.0000	9.998666E-2	7.901049E-7	3.340848E-7	4.985820E-11	-1.000619E-1	9.525143E-7	-3.225623E-7	2.976555E-11	3.046516E+5	1.299690E-4	
25-Nov-25	15:20:32	150.1387	0.0000	-0.000010	2.742920	0.000000	2.742920	84.0000	90.0000	9.998654E-2	9.680524E-7	3.315615E-7	2.974808E-11	-1.000611E-1	8.698551E-7	-3.199448E-7	2.688168E-11	3.070540E+5	9.610863E-5	
25-Nov-25	15:22:25	150.1337	0.0000	-0.000010	2.514390	0.000000	2.514390	84.0000	90.0000	9.998723E-2	5.948216E-7	3.286955E-7	3.724804E-11	-1.000600E-1	1.302043E-6	-3.171053E-7	2.389741E-11	3.097662E+5	1.041637E-4	
25-Nov-25	15:24:18	149.9016	0.0000	-0.000010	2.285800	0.000000	2.285800	84.0000	90.0000	9.998626E-2	8.173151E-7	3.253635E-7	3.594046E-11	-1.000603E-1	1.002941E-6	-3.137610E-7	3.593549E-11	3.130009E+5	1.215592E-4	
25-Nov-25	15:26:11	150.2066	0.0000	-0.000010	2.057190	0.000000	2.057190	84.0000	90.0000	9.998712E-2	9.185564E-7	3.218094E-7	2.884721E-11	-1.000592E-1	6.083552E-7	-3.102042E-7	3.110279E-11	3.165223E+5	1.024884E-4	
25-Nov-25	15:28:04	150.0503	0.0000	-0.000010	1.828580	0.000000	1.828580	84.0000	90.0000	9.998726E-2	1.008246E-6	3.177677E-7	3.330300E-11	-1.000591E-1	5.635069E-7	-3.061511E-7	3.273052E-11	3.206289E+5	1.136937E-4	
25-Nov-25	15:29:57	149.9491	0.0000	-0.000010	1.599960	0.000000	1.599960	84.0000	90.0000	9.998618E-2	6.856144E-7	3.131381E-7	3.691653E-11	-1.000593E-1	8.016273E-7	-3.015020E-7	3.755278E-11	3.254677E+5	1.285937E-4	
