! Date:	06-Nov-25
!Time:	19:12
! User Name:	Aditya Kumar
! Sample Name:	Gr-CrSBr-Gr
! Sample ID:	SHCBS2
! Current Source:	Keithley 2400
! LockIn Specifications:
!LockIn Input Voltage (V)=	
!LockIn Input Frequency (Hz)=	
!Time Constant for Zi LockIn  1st Harmonic (s)=	
!Time Constant for Zi LockIn 2nd Harmonic (s)=	
!Time Constant of SR7265=	
!Time Constant of SR7225=	
! Measuring Insturment 1:	
! Measuring Insturment 1:	
! U1, th1 (volts):	
! U2, th2 (volts):	
! U3, th3 (volts):	
! U4 , th4(volts):	
! U5, th5 (volts):	
! Comments:	


! 
! 
date	time	Tcryo (K)	Tsample (K)	Hx (T)	Hy (T)	Hz (T)	|H|	phi	theta	L1_Ch1	L1_Ch2	L2_Ch1	L2_Ch2	L3_Ch1	L3_Ch2	L4_Ch1	L4_Ch2	L5_ Ch1	L5_Ch2
06-Nov-25	19:16:57	30.0007	0.0000	-0.000000	3.428630	0.000000	3.428630	84.0000	90.0000	1.999507E-1	8.156940E-7	1.949388E-8	1.924767E-11	-2.000277E-1	7.210017E-7	-1.774785E-8	2.590291E-11	1.074006E+7	1.216207E-3	
06-Nov-25	19:18:43	30.0005	0.0000	-0.000000	3.428630	0.000000	3.428630	84.0000	90.0000	1.999499E-1	9.518748E-7	1.952199E-8	1.664253E-11	-2.000277E-1	8.130437E-7	-1.772165E-8	1.533456E-11	1.073949E+7	8.630045E-4	
06-Nov-25	19:20:38	30.0001	0.0000	-0.000000	3.200070	0.000000	3.200070	84.0000	90.0000	1.999513E-1	7.916697E-7	1.944841E-8	1.925412E-11	-2.000274E-1	6.913668E-7	-1.761257E-8	1.855964E-11	1.079245E+7	1.024020E-3	
06-Nov-25	19:22:32	30.0011	0.0000	-0.000000	2.971570	0.000000	2.971570	84.0000	90.0000	1.999506E-1	7.867249E-7	1.935278E-8	1.366290E-11	-2.000275E-1	5.444242E-7	-1.751273E-8	1.484325E-11	1.084966E+7	7.765749E-4	
06-Nov-25	19:24:26	29.9998	0.0000	-0.000000	2.742970	0.000000	2.742970	84.0000	90.0000	1.999508E-1	9.337533E-7	1.923591E-8	1.432872E-11	-2.000280E-1	7.266131E-7	-1.739480E-8	2.226448E-11	1.091922E+7	1.003127E-3	
06-Nov-25	19:26:20	30.0001	0.0000	-0.000000	2.514430	0.000000	2.514430	84.0000	90.0000	1.999512E-1	8.599132E-7	1.911038E-8	1.719148E-11	-2.000275E-1	6.419945E-7	-1.718067E-8	2.009521E-11	1.102141E+7	1.031190E-3	
06-Nov-25	19:28:15	30.0009	0.0000	-0.000000	2.285830	0.000000	2.285830	84.0000	90.0000	1.999503E-1	6.117787E-7	1.895871E-8	1.509666E-11	-2.000270E-1	6.695012E-7	-1.658045E-8	1.186423E-11	1.125455E+7	7.618282E-4	
06-Nov-25	19:30:09	30.0004	0.0000	-0.000010	2.057230	0.000000	2.057230	84.0000	90.0000	1.999510E-1	5.211502E-7	1.818279E-8	1.854573E-11	-2.000270E-1	5.820361E-7	-1.523834E-8	1.132138E-11	1.196782E+7	8.964176E-4	
06-Nov-25	19:32:03	29.9995	0.0000	-0.000000	1.828610	0.000000	1.828610	84.0000	90.0000	1.999504E-1	8.190670E-7	1.669496E-8	1.943774E-11	-2.000283E-1	5.574522E-7	-1.433533E-8	1.079226E-11	1.288994E+7	9.776510E-4	
06-Nov-25	19:33:58	30.0006	0.0000	-0.000000	1.599990	0.000000	1.599990	84.0000	90.0000	1.999511E-1	7.510777E-7	1.403058E-8	1.258201E-11	-2.000274E-1	4.776072E-7	-1.370671E-8	1.617843E-11	1.442025E+7	1.039959E-3	
06-Nov-25	19:35:52	30.0006	0.0000	-0.000000	1.371530	0.000000	1.371530	84.0000	90.0000	1.999507E-1	9.200519E-7	1.216578E-8	1.092484E-11	-2.000273E-1	6.318262E-7	-1.324901E-8	1.505317E-11	1.573800E+7	1.026041E-3	
06-Nov-25	19:37:46	30.0008	0.0000	-0.000010	1.142960	0.000000	1.142960	84.0000	90.0000	1.999516E-1	6.695343E-7	1.111457E-8	1.228971E-11	-2.000260E-1	6.341444E-7	-1.284876E-8	1.439604E-11	1.669123E+7	1.116867E-3	
06-Nov-25	19:39:41	29.9998	0.0000	-0.000010	0.914320	0.000000	0.914320	84.0000	90.0000	1.999503E-1	7.615281E-7	1.036805E-8	1.316202E-11	-2.000277E-1	6.628784E-7	-1.241040E-8	1.477967E-11	1.755949E+7	1.230233E-3	
06-Nov-25	19:41:35	30.0002	0.0000	-0.000010	0.685720	0.000000	0.685720	84.0000	90.0000	1.999498E-1	8.531102E-7	9.715933E-9	1.127686E-11	-2.000279E-1	7.475251E-7	-1.194989E-8	1.778018E-11	1.846122E+7	1.345148E-3	
06-Nov-25	19:43:29	30.0004	0.0000	-0.000000	0.457180	0.000000	0.457180	84.0000	90.0000	1.999509E-1	7.398743E-7	8.919165E-9	1.071370E-11	-2.000272E-1	6.583784E-7	-1.148005E-8	1.909551E-11	1.960752E+7	1.464788E-3	
06-Nov-25	19:45:23	30.0002	0.0000	-0.000010	0.228560	0.000000	0.228560	84.0000	90.0000	1.999520E-1	7.200371E-7	8.067946E-9	7.925459E-12	-2.000265E-1	5.875626E-7	-1.087662E-8	1.988908E-11	2.111310E+7	1.471476E-3	
06-Nov-25	19:47:18	29.9992	0.0000	-0.000010	-0.000160	0.000000	0.000160	84.0000	90.0000	1.999508E-1	6.903983E-7	7.418560E-9	1.197982E-11	-2.000272E-1	7.398243E-7	-1.047172E-8	1.850559E-11	2.235727E+7	1.707596E-3	
06-Nov-25	19:49:12	30.0004	0.0000	-0.000000	-0.228490	0.000000	0.228490	84.0000	90.0000	1.999509E-1	7.163554E-7	7.479960E-9	7.916613E-12	-2.000273E-1	7.778720E-7	-1.052569E-8	1.806436E-11	2.221404E+7	1.446671E-3	
06-Nov-25	19:51:06	30.0008	0.0000	-0.000010	-0.457060	0.000000	0.457060	84.0000	90.0000	1.999511E-1	8.509194E-7	8.174074E-9	7.191834E-12	-2.000271E-1	6.730521E-7	-1.096053E-8	1.788617E-11	2.090340E+7	1.314420E-3	
06-Nov-25	19:53:01	30.0005	0.0000	-0.000000	-0.685680	0.000000	0.685680	84.0000	90.0000	1.999510E-1	8.357515E-7	9.028146E-9	9.891644E-12	-2.000267E-1	7.229101E-7	-1.153535E-8	1.403606E-11	1.945086E+7	1.167498E-3	
06-Nov-25	19:54:55	30.0002	0.0000	-0.000010	-0.914250	0.000000	0.914250	84.0000	90.0000	1.999511E-1	9.218469E-7	9.801243E-9	8.660570E-12	-2.000274E-1	7.485902E-7	-1.204611E-8	1.755194E-11	1.830787E+7	1.203979E-3	
06-Nov-25	19:56:49	30.0002	0.0000	-0.000000	-1.142910	0.000000	1.142910	84.0000	90.0000	1.999513E-1	7.556436E-7	1.062874E-8	8.054713E-12	-2.000268E-1	7.356069E-7	-1.252339E-8	1.332955E-11	1.727608E+7	9.273693E-4	
06-Nov-25	19:58:43	29.9994	0.0000	-0.000010	-1.371540	0.000000	1.371540	84.0000	90.0000	1.999510E-1	8.985219E-7	1.176784E-8	9.818845E-12	-2.000272E-1	5.124086E-7	-1.297357E-8	1.558177E-11	1.616635E+7	1.030171E-3	
06-Nov-25	20:00:38	30.0007	0.0000	-0.000000	-1.599870	0.000000	1.599870	84.0000	90.0000	1.999508E-1	6.768212E-7	1.382072E-8	1.003964E-11	-2.000270E-1	6.488567E-7	-1.360257E-8	1.230200E-11	1.458533E+7	8.180101E-4	
06-Nov-25	20:02:32	29.9996	0.0000	-0.000010	-1.828420	0.000000	1.828420	84.0000	90.0000	1.999510E-1	7.616374E-7	1.638554E-8	1.451766E-11	-2.000273E-1	6.961235E-7	-1.429827E-8	1.411107E-11	1.303549E+7	9.366686E-4	
06-Nov-25	20:04:26	29.9998	0.0000	-0.000010	-2.057140	0.000000	2.057140	84.0000	90.0000	1.999509E-1	8.746965E-7	1.813797E-8	1.475678E-11	-2.000274E-1	6.173512E-7	-1.529736E-8	1.375488E-11	1.196274E+7	8.564707E-4	
06-Nov-25	20:06:20	30.0001	0.0000	-0.000000	-2.285690	0.000000	2.285690	84.0000	90.0000	1.999509E-1	8.363132E-7	1.891477E-8	1.810143E-11	-2.000265E-1	7.105276E-7	-1.659377E-8	1.350618E-11	1.126426E+7	8.940086E-4	
06-Nov-25	20:08:15	29.9998	0.0000	-0.000010	-2.514210	0.000000	2.514210	84.0000	90.0000	1.999508E-1	7.027247E-7	1.918252E-8	2.282134E-11	-2.000276E-1	7.069027E-7	-1.724939E-8	1.515896E-11	1.097879E+7	1.046025E-3	
06-Nov-25	20:10:09	30.0003	0.0000	-0.000010	-2.742940	0.000000	2.742940	84.0000	90.0000	1.999513E-1	7.840829E-7	1.930212E-8	2.102257E-11	-2.000273E-1	7.344156E-7	-1.744971E-8	1.255615E-11	1.088323E+7	9.174574E-4	
06-Nov-25	20:12:04	30.0010	0.0000	-0.000010	-2.971470	0.000000	2.971470	84.0000	90.0000	1.999507E-1	5.796003E-7	1.930426E-8	2.035301E-11	-2.000279E-1	8.729728E-7	-1.757117E-8	2.168282E-11	1.084675E+7	1.143573E-3	
06-Nov-25	20:14:00	30.0004	0.0000	-0.000010	-3.199850	0.000000	3.199850	84.0000	90.0000	1.999518E-1	9.219172E-7	1.941328E-8	1.957403E-11	-2.000268E-1	7.216045E-7	-1.768566E-8	2.063450E-11	1.078140E+7	1.087928E-3	
06-Nov-25	20:15:59	29.9996	0.0000	-0.000010	-3.428460	0.000000	3.428460	84.0000	90.0000	1.999507E-1	9.037518E-7	1.949525E-8	2.169868E-11	-2.000277E-1	7.499593E-7	-1.775961E-8	1.522340E-11	1.073627E+7	9.952019E-4	
06-Nov-25	20:17:45	30.0000	0.0000	-0.000010	-3.428470	0.000000	3.428470	84.0000	90.0000	1.999511E-1	7.871246E-7	1.948999E-8	2.203256E-11	-2.000276E-1	4.175650E-7	-1.777547E-8	1.255996E-11	1.073323E+7	9.312848E-4	
06-Nov-25	20:19:39	30.0006	0.0000	-0.000010	-3.199860	0.000000	3.199860	84.0000	90.0000	1.999508E-1	8.169307E-7	1.942279E-8	1.509994E-11	-2.000278E-1	6.432966E-7	-1.766341E-8	1.136783E-11	1.078510E+7	7.173331E-4	
06-Nov-25	20:21:33	30.0006	0.0000	-0.000010	-2.971480	0.000000	2.971480	84.0000	90.0000	1.999511E-1	8.815428E-7	1.933180E-8	1.683122E-11	-2.000277E-1	7.097152E-7	-1.749443E-8	1.451009E-11	1.086125E+7	8.550377E-4	
06-Nov-25	20:23:28	29.9995	0.0000	-0.000000	-2.742970	0.000000	2.742970	84.0000	90.0000	1.999504E-1	8.596769E-7	1.922212E-8	1.651105E-11	-2.000280E-1	6.129807E-7	-1.742555E-8	1.648887E-11	1.091416E+7	9.041462E-4	
06-Nov-25	20:25:22	30.0004	0.0000	-0.000010	-2.514220	0.000000	2.514220	84.0000	90.0000	1.999502E-1	8.428961E-7	1.910218E-8	2.079297E-11	-2.000275E-1	7.267490E-7	-1.723660E-8	1.451235E-11	1.100691E+7	9.754848E-4	
06-Nov-25	20:27:16	30.0012	0.0000	-0.000010	-2.285690	0.000000	2.285690	84.0000	90.0000	1.999506E-1	6.966098E-7	1.892961E-8	1.739205E-11	-2.000278E-1	6.623618E-7	-1.661108E-8	1.695244E-11	1.125410E+7	9.697402E-4	
06-Nov-25	20:29:11	29.9992	0.0000	-0.000010	-2.057130	0.000000	2.057130	84.0000	90.0000	1.999520E-1	5.928859E-7	1.816317E-8	1.060546E-11	-2.000262E-1	7.991140E-7	-1.526564E-8	1.066513E-11	1.196507E+7	6.397752E-4	
06-Nov-25	20:31:05	29.9999	0.0000	-0.000010	-1.828410	0.000000	1.828410	84.0000	90.0000	1.999516E-1	1.052353E-6	1.649798E-8	1.404239E-11	-2.000270E-1	6.558159E-7	-1.433419E-8	1.275680E-11	1.297277E+7	8.734668E-4	
06-Nov-25	20:32:59	30.0003	0.0000	-0.000010	-1.599870	0.000000	1.599870	84.0000	90.0000	1.999500E-1	1.009779E-6	1.404850E-8	1.248770E-11	-2.000274E-1	7.705125E-7	-1.372581E-8	1.170584E-11	1.440098E+7	8.755270E-4	
06-Nov-25	20:34:53	30.0005	0.0000	-0.000010	-1.371530	0.000000	1.371530	84.0000	90.0000	1.999515E-1	6.729504E-7	1.218630E-8	7.852302E-12	-2.000273E-1	8.978128E-7	-1.329426E-8	1.494169E-11	1.569741E+7	8.984911E-4	
06-Nov-25	20:36:47	30.0003	0.0000	-0.000000	-1.142890	0.000000	1.142890	84.0000	90.0000	1.999509E-1	7.117417E-7	1.112361E-8	1.259000E-11	-2.000266E-1	8.524511E-7	-1.288145E-8	1.529041E-11	1.666222E+7	1.165349E-3	
06-Nov-25	20:38:42	30.0001	0.0000	-0.000010	-0.914240	0.000000	0.914240	84.0000	90.0000	1.999506E-1	1.074994E-6	1.040767E-8	1.297303E-11	-2.000272E-1	8.524337E-7	-1.246495E-8	1.813623E-11	1.748719E+7	1.364928E-3	
06-Nov-25	20:40:36	30.0010	0.0000	-0.000010	-0.685660	0.000000	0.685660	84.0000	90.0000	1.999503E-1	9.401027E-7	9.702470E-9	9.524080E-12	-2.000270E-1	7.843292E-7	-1.198781E-8	1.239977E-11	1.844039E+7	1.015080E-3	
06-Nov-25	20:42:31	30.0007	0.0000	-0.000010	-0.457050	0.000000	0.457050	84.0000	90.0000	1.999504E-1	7.533310E-7	8.926346E-9	9.442102E-12	-2.000280E-1	7.234740E-7	-1.148291E-8	2.057030E-11	1.959789E+7	1.474221E-3	
06-Nov-25	20:44:25	30.0000	0.0000	-0.000000	-0.228490	0.000000	0.228490	84.0000	90.0000	1.999508E-1	8.476622E-7	8.071861E-9	6.064429E-12	-2.000263E-1	6.637950E-7	-1.090454E-8	2.019034E-11	2.107761E+7	1.387328E-3	
06-Nov-25	20:46:20	29.9993	0.0000	-0.000010	-0.000170	0.000000	0.000170	84.0000	90.0000	1.999507E-1	8.258336E-7	7.426514E-9	1.116438E-11	-2.000267E-1	6.661364E-7	-1.049345E-8	2.591628E-11	2.232021E+7	2.072968E-3	
06-Nov-25	20:48:14	30.0003	0.0000	-0.000010	0.228530	0.000000	0.228530	84.0000	90.0000	1.999510E-1	9.284583E-7	7.490887E-9	8.331649E-12	-2.000268E-1	8.321704E-7	-1.054937E-8	1.534657E-11	2.217141E+7	1.316923E-3	
06-Nov-25	20:50:08	29.9999	0.0000	-0.000010	0.457130	0.000000	0.457130	84.0000	90.0000	1.999510E-1	9.854907E-7	8.190881E-9	1.022334E-11	-2.000274E-1	7.517091E-7	-1.098850E-8	1.477716E-11	2.085460E+7	1.307852E-3	
06-Nov-25	20:52:03	30.0007	0.0000	-0.000010	0.685650	0.000000	0.685650	84.0000	90.0000	1.999503E-1	8.962092E-7	9.039737E-9	1.104510E-11	-2.000284E-1	7.674098E-7	-1.157015E-8	1.770952E-11	1.940713E+7	1.399345E-3	
06-Nov-25	20:53:57	30.0006	0.0000	-0.000010	0.914240	0.000000	0.914240	84.0000	90.0000	1.999507E-1	6.467047E-7	9.780012E-9	1.082617E-11	-2.000274E-1	8.991724E-7	-1.209964E-8	1.359244E-11	1.828082E+7	1.119907E-3	
06-Nov-25	20:55:51	30.0001	0.0000	-0.000010	1.142860	0.000000	1.142860	84.0000	90.0000	1.999498E-1	1.062533E-6	1.062271E-8	1.045473E-11	-2.000282E-1	8.000388E-7	-1.252941E-8	8.981452E-12	1.727609E+7	8.441561E-4	
06-Nov-25	20:57:45	29.9998	0.0000	-0.000010	1.371420	0.000000	1.371420	84.0000	90.0000	1.999508E-1	9.089757E-7	1.176619E-8	1.021751E-11	-2.000272E-1	7.611018E-7	-1.300359E-8	1.268501E-11	1.614782E+7	9.287908E-4	
06-Nov-25	20:59:40	30.0000	0.0000	-0.000010	1.599870	0.000000	1.599870	84.0000	90.0000	1.999516E-1	6.416889E-7	1.380561E-8	9.283146E-12	-2.000271E-1	7.393204E-7	-1.359075E-8	1.176202E-11	1.459970E+7	7.716266E-4	
06-Nov-25	21:01:34	30.0008	0.0000	-0.000010	1.828500	0.000000	1.828500	84.0000	90.0000	1.999511E-1	8.117951E-7	1.642977E-8	1.250900E-11	-2.000270E-1	6.714347E-7	-1.431062E-8	1.487191E-11	1.301148E+7	8.944228E-4	
06-Nov-25	21:03:29	30.0000	0.0000	-0.000010	2.057120	0.000000	2.057120	84.0000	90.0000	1.999516E-1	9.225600E-7	1.822750E-8	2.180673E-11	-2.000273E-1	6.293643E-7	-1.530718E-8	1.574611E-11	1.192732E+7	1.123701E-3	
06-Nov-25	21:05:23	30.0000	0.0000	-0.000010	2.285720	0.000000	2.285720	84.0000	90.0000	1.999509E-1	6.321366E-7	1.899161E-8	2.576219E-11	-2.000275E-1	4.975500E-7	-1.662200E-8	1.732905E-11	1.123106E+7	1.212790E-3	
06-Nov-25	21:07:18	30.0000	0.0000	-0.000010	2.514340	0.000000	2.514340	84.0000	90.0000	1.999509E-1	8.777362E-7	1.917065E-8	1.488324E-11	-2.000272E-1	4.618294E-7	-1.729273E-8	2.236125E-11	1.096931E+7	1.024771E-3	
06-Nov-25	21:09:13	30.0005	0.0000	-0.000010	2.742900	0.000000	2.742900	84.0000	90.0000	1.999501E-1	8.515063E-7	1.931860E-8	2.256164E-11	-2.000282E-1	5.736186E-7	-1.746303E-8	1.954260E-11	1.087440E+7	1.148272E-3	
06-Nov-25	21:11:08	30.0004	0.0000	-0.000010	2.971530	0.000000	2.971530	84.0000	90.0000	1.999509E-1	7.217215E-7	1.941180E-8	1.962500E-11	-2.000282E-1	6.619242E-7	-1.761547E-8	1.857590E-11	1.080228E+7	1.035156E-3	
06-Nov-25	21:13:05	30.0006	0.0000	-0.000010	3.200080	0.000000	3.200080	84.0000	90.0000	1.999501E-1	7.549621E-7	1.948376E-8	1.622512E-11	-2.000286E-1	7.432344E-7	-1.773494E-8	2.039121E-11	1.074671E+7	9.875611E-4	
