Voltage (V),TMR_Ratio,TMR_Error,I_apar (A),I_apar_error (A),I_par (A),I_par_error (A)
-0.4974874371859297,1.2017714234664632,0.0014199132648885,-1.5259028823110129e-06,6.032264565506325e-11,-1.8337864789464848e-06,2.165436613359913e-09
-0.4874371859296482,1.2030451155370037,0.0014312970093608,-1.4899957278854431e-06,7.03291259770916e-11,-1.7925320826035852e-06,2.130947391450453e-09
-0.4773869346733668,1.204434720710612,0.0014440532082416,-1.4522454496238148e-06,5.894903505029115e-11,-1.7491348425209162e-06,2.095917460547236e-09
-0.4673366834170854,1.2059460998045683,0.0014567185498912,-1.4146438434100451e-06,4.5054622636428273e-11,-1.7059842255728883e-06,2.0600215254353635e-09
-0.457286432160804,1.2074459418059706,0.0014695240306754,-1.377406179966006e-06,2.2333152461828112e-11,-1.6631435022184187e-06,2.023951848507624e-09
-0.4472361809045225,1.2089308276567434,0.0014804775965841,-1.3402887820255578e-06,4.5684819003617035e-11,-1.6203164265532062e-06,1.983498737280429e-09
-0.4371859296482412,1.2104512133264234,0.0014936632072694,-1.3035242887111497e-06,5.733832980638054e-11,-1.5778525568708742e-06,1.9457888391491686e-09
-0.4271356783919597,1.2120268843632265,0.0015005667496836,-1.2669016553401164e-06,4.721734094679402e-11,-1.5355188661164956e-06,1.9002089148458923e-09
-0.4170854271356784,1.2136988537504412,0.0015137252536168,-1.230555622463308e-06,1.7208517513271022e-11,-1.4935239484598775e-06,1.8626060251394995e-09
-0.4070351758793969,1.2153024932420509,0.0015251881086786,-1.1946020343152298e-06,4.8185970446250166e-11,-1.4518028307353249e-06,1.821051479438597e-09
-0.3969849246231155,1.216973051015348,0.0015433015959337,-1.1587505319420265e-06,1.0142531478130623e-11,-1.4101681702231451e-06,1.7882589472482584e-09
-0.3869346733668342,1.2186440098602604,0.0015612951528426,-1.1232831570040815e-06,2.765678896721582e-11,-1.3688822906599463e-06,1.7534526616272864e-09
-0.3768844221105527,1.2203279790055477,0.0015725248763075,-1.088038751313379e-06,2.801666650954588e-11,-1.3277641304699755e-06,1.7106263716199103e-09
-0.3668341708542714,1.2221052667809365,0.0015866331083532,-1.0530801316331929e-06,3.5069796657529934e-11,-1.2869747752112869e-06,1.6703020247262571e-09
-0.3567839195979899,1.223828002442498,0.0015903984988906,-1.0182596434330736e-06,1.7657528431723942e-11,-1.2461746653905088e-06,1.6192944216146151e-09
-0.3467336683417085,1.2262407903912675,0.0016240322706347,-9.769861121907414e-07,6.199019197948997e-11,-1.1980202224140662e-06,1.5848350350500823e-09
-0.3366834170854271,1.228213611852989,0.001637458943287,-9.42943117536006e-07,5.648214645893801e-11,-1.1581355721608154e-06,1.542471434364386e-09
-0.3266331658291457,1.2302601947013811,0.0016450048109432,-9.09079394831995e-07,1.9600592642725735e-11,-1.118404193285024e-06,1.495245548777626e-09
-0.3165829145728643,1.2323442505115207,0.0016638507321106,-8.7544024021451e-07,4.8824955788933865e-11,-1.078843746694776e-06,1.455358623563885e-09
-0.3065326633165829,1.2344347967950662,0.0016865116776426,-8.42285484925863e-07,6.840025960758998e-11,-1.0397465114278914e-06,1.418012667021151e-09
-0.2964824120603014,1.2366211504829865,0.00170098874071,-8.092412853799022e-07,4.3727892744626105e-11,-1.0007248893448252e-06,1.3754477667874272e-09
-0.2864321608040201,1.2388740934871347,0.0017197897523968,-7.76686913024583e-07,3.0911434322942834e-11,-9.622172952966513e-07,1.335189120208916e-09
-0.2763819095477386,1.2412340610442447,0.0017413635386896,-7.443340241422149e-07,5.7000258629270036e-11,-9.238927435594464e-07,1.2942237278515255e-09
-0.2663316582914573,1.2435856262018223,0.0017565722520495,-7.122638440604901e-07,3.2425422499620934e-11,-8.857610785368817e-07,1.25049292672165e-09
-0.2562814070351759,1.2460651810209582,0.0017749546482354,-6.806713182088632e-07,2.74105448984528e-11,-8.481608293397014e-07,1.2076778293520183e-09
-0.2462311557788944,1.2485449365382677,0.0017973976349114,-6.492757953467701e-07,4.862870184485235e-11,-8.106500066970664e-07,1.165426315307524e-09
-0.2361809045226131,1.2512180695360342,0.0018166868691742,-6.183286229899417e-07,5.168747878933486e-11,-7.736639459963492e-07,1.1214462552752734e-09
-0.2261306532663316,1.253958075118415,0.001838863398205,-5.87647909057868e-07,2.8496444005709024e-11,-7.368858408895654e-07,1.0800132554879607e-09
-0.2160804020100502,1.2567731864826608,0.0018589043047979,-5.572765856761453e-07,4.563268305236751e-11,-7.003702703323867e-07,1.034335146830969e-09
-0.2060301507537688,1.259712630889387,0.0018832947714843,-5.274023041611985e-07,5.4088755503473997e-11,-6.64375344112028e-07,9.909142033856647e-10
-0.1959798994974874,1.2627970096155263,0.0019061132127804,-4.977099498188118e-07,6.475124467918971e-11,-6.285066362870894e-07,9.451611665572564e-10
-0.185929648241206,1.2659655872134086,0.0019309628593827,-4.685683315929805e-07,5.5108728843351535e-11,-5.931913830547147e-07,9.020943113720627e-10
-0.1758793969849246,1.269216457539131,0.0019549672350378,-4.39729342801923e-07,3.713068662970331e-11,-5.581117187470669e-07,8.58363723706375e-10
-0.1658291457286431,1.2724411917911624,0.001980438507229,-4.112630425850418e-07,2.681540296831357e-11,-5.233080360465702e-07,8.137661370183696e-10
-0.1557788944723618,1.2759452571656356,0.0020061834043217,-3.83300778195872e-07,2.970862452910118e-11,-4.890708100069202e-07,7.680367864288616e-10
-0.1457286432160803,1.2796606761916474,0.0020383512546065,-3.555786839123949e-07,3.5184169398863193e-11,-4.5502005909467124e-07,7.23394478702131e-10
-0.135678391959799,1.283312516424318,0.0020666921274002,-3.284722200328659e-07,3.262200335829077e-11,-4.215325112658594e-07,6.775588539806621e-10
-0.1256281407035175,1.2871457267986608,0.0020902604408712,-3.016185001112492e-07,1.9446675827194537e-11,-3.882269635416158e-07,6.299641358502574e-10
-0.1155778894472361,1.2909475976393838,0.0021187540059015,-2.752971874016996e-07,2.8425104733329828e-11,-3.553942427131033e-07,5.821315998402539e-10
-0.1055276381909547,1.2947926333157107,0.0021442447433593,-2.49481373091356e-07,2.7114110192918576e-11,-3.23026644028176e-07,5.337958898419727e-10
-0.0954773869346733,1.2986773658883917,0.0021700530373672,-2.2397663306297202e-07,2.269749640717861e-11,-2.908733838467713e-07,4.851465185122424e-10
-0.085427135678392,1.302448451948111,0.0021967098923002,-1.9905640114331065e-07,1.400796931105568e-11,-2.592607015194671e-07,4.368883788436208e-10
-0.0753768844221105,1.306077723714477,0.0022227903584756,-1.744086426902189e-07,1.2670239883795615e-11,-2.277912430409726e-07,3.8732049607907675e-10
-0.0653266331658291,1.3094661366167228,0.0022421375258633,-1.5026298288779274e-07,1.0479892701757533e-11,-1.967642876785827e-07,3.366306720066712e-10
-0.0552763819095477,1.3125592964214312,0.0022680564638091,-1.2654042013095077e-07,1.1702648019723134e-11,-1.66091804815953e-07,2.865894745773945e-10
-0.0452261306532663,1.3153802625212507,0.0022881876094178,-1.0303853387060738e-07,7.813145272539269e-12,-1.3553485373252436e-07,2.35547397664577e-10
-0.0351758793969849,1.3175398043103848,0.0023004575388551,-7.995696939775772e-08,1.0434063583313024e-11,-1.0534648981357314e-07,1.8342316482440063e-10
-0.0251256281407035,1.319253762699824,0.0023098409179896,-5.6937386686520574e-08,5.043204925738528e-12,-7.511486162448713e-08,1.3134790694184848e-10
-0.015075376884422,1.3203783487122391,0.0023331773224795,-3.409115777917851e-08,6.499166494934729e-12,-4.501322661416013e-08,7.907645553776467e-11
-0.0050251256281407,1.3230525147317458,0.0023999402789871,-1.1340419573947398e-08,4.556835032871179e-12,-1.5003970635424222e-08,2.654016920745145e-11
0.0050251256281406,1.3135041283061824,0.0023306509805903,1.157637929923306e-08,4.985078736255965e-12,1.5205622000380853e-08,2.617388186003121e-11
0.015075376884422,1.3144588068085497,0.0022990795928249,3.4681774810298015e-08,1.081544267868888e-11,4.558776433514714e-08,7.84585735517782e-11
0.0251256281407035,1.3124060224527294,0.0022582926885458,5.813668798162026e-08,8.042434187362587e-12,7.629893943253362e-08,1.3086469120029675e-10
0.0351758793969849,1.3092623948915991,0.0022355080244041,8.195684157916243e-08,9.246185671222182e-12,1.0730301068368561e-07,1.8281480661958902e-10
0.0452261306532664,1.305473037206072,0.0022028517429498,1.0624700349341201e-07,6.128777792850294e-12,1.3870259834458874e-07,2.3390959920664446e-10
0.0552763819095476,1.3014122775914794,0.002175361586103,1.3104418851376594e-07,6.186681570907441e-12,1.705425158388273e-07,2.8495476961276117e-10
0.0653266331658291,1.297030530939333,0.0021446531175675,1.5640147191147316e-07,9.192976298392211e-12,2.0285748415303126e-07,3.3521491106863916e-10
0.0753768844221105,1.292520736912004,0.0021034851994924,1.823614990853476e-07,3.413003181053786e-12,2.357060191821712e-07,3.835693478050912e-10
0.085427135678392,1.287759550882723,0.002071238426188,2.089355063123719e-07,1.1321172655352537e-11,2.690586937722745e-07,4.3250960687486957e-10
0.0954773869346734,1.283282047208148,0.0020412223070619,2.360036542711755e-07,1.0256052049438197e-11,3.028592526017181e-07,4.815561000391462e-10
0.1055276381909549,1.2788157999043943,0.0020032121771242,2.6366174063020705e-07,5.258279291230329e-12,3.371747997482032e-07,5.281276022719822e-10
0.1155778894472361,1.2744292695492423,0.0019761658767102,2.918840156397259e-07,8.437981493610523e-12,3.7198553284483546e-07,5.767109820641973e-10
0.1256281407035175,1.2702175141375869,0.0019395914332086,3.206778855574941e-07,1.3724046735572806e-11,4.0733066663173773e-07,6.217397384940105e-10
0.135678391959799,1.2660210120379465,0.0019147513055962,3.5004943263349053e-07,8.338093792813009e-12,4.431699369659606e-07,6.701744757109871e-10
0.1457286432160804,1.2620994713900726,0.0018830270037404,3.7980614553738497e-07,2.6226430858441448e-11,4.793531355134346e-07,7.144188383237152e-10
0.1557788944723619,1.2583520575541678,0.0018513677509966,4.100693248486907e-07,1.2433280379083368e-11,5.160115786631983e-07,7.590278951558875e-10
0.1658291457286431,1.2547007643260832,0.0018269419135782,4.4084405039237626e-07,2.1560528097432472e-11,5.531273669759209e-07,8.049420273776612e-10
0.1758793969849246,1.251285584602973,0.0018039646812289,4.720283388439102e-07,2.2272426078072462e-11,5.906422559194722e-07,8.510662697737676e-10
0.185929648241206,1.247937434109791,0.0017773069992098,5.037285448325987e-07,1.6605655444519394e-11,6.286217077262521e-07,8.950404034543778e-10
0.1959798994974875,1.2446989681366716,0.0017483317944342,5.357967579490918e-07,1.2591282990211226e-11,6.669056717502086e-07,9.366193944777447e-10
0.2060301507537689,1.2415346592204453,0.0017244659241187,5.682943129758324e-07,1.3038044444883854e-11,7.055570861973672e-07,9.798704828599227e-10
0.2160804020100502,1.2385088423154225,0.0017001135632512,6.0113266761805e-07,2.454750357444345e-11,7.445081242496126e-07,1.0215414972031144e-09
0.2261306532663316,1.2357079445952868,0.0016842659708029,6.344761412736126e-07,1.6055282730902018e-11,7.840272084279646e-07,1.0684423912399326e-09
0.2361809045226131,1.2330492237833337,0.00166593622296,6.681019259637576e-07,4.396489803393567e-11,8.238025612177614e-07,1.1116942086438755e-09
0.2462311557788945,1.230401525476672,0.001650319637983,7.02006691014954e-07,1.4001517826565202e-11,8.637501035196302e-07,1.1584073342174842e-09
0.256281407035176,1.2278722196929863,0.0016261943387342,7.364468655191411e-07,2.6653463087093758e-11,9.042626474509302e-07,1.1971584729384432e-09
0.2663316582914572,1.225534365431451,0.001605845318506,7.709976716815592e-07,3.5559402356316645e-11,9.448841423133858e-07,1.2373358032292547e-09
