Voltage (V),TMR_Ratio,TMR_Error,I_apar (A),I_apar_error (A),I_par (A),I_par_error (A)
-1.0,1.7311430164109587,0.0038146069983322,-1.6473178647191152e-06,3.4254288684602198e-09,-2.8517428173175085e-06,2.079236693308454e-09
-0.9899497487437184,1.7229850528176998,0.0033654281452767,-1.6367554429481268e-06,2.928469600822906e-09,-2.820105163317636e-06,2.209773429499701e-09
-0.9798994974874372,1.7178420625817568,0.0037172485779405,-1.6090281604992572e-06,3.266958495433646e-09,-2.764056253984174e-06,2.0684221530038903e-09
-0.969849246231156,1.7286991950091264,0.0038342666043881,-1.5631671786286324e-06,3.2560685155224303e-09,-2.702245843360004e-06,2.0591902123398e-09
-0.9597989949748744,1.736216260926999,0.003896164644516,-1.5328400028943186e-06,3.229331487002226e-09,-2.6613417384245044e-06,2.056874089011476e-09
-0.949748743718593,1.7477024090451478,0.0040018815877968,-1.4877698985374992e-06,3.197987767577148e-09,-2.6001790357788425e-06,2.051899172405613e-09
-0.9396984924623116,1.7555566641353946,0.0040610285825373,-1.4579405600949454e-06,3.163221243135608e-09,-2.5594972661879717e-06,2.053522495802789e-09
-0.92964824120603,1.76732614064312,0.0041871094405192,-1.4141870319162156e-06,3.143351736824938e-09,-2.499329709264034e-06,2.0495827814797093e-09
-0.9195979899497488,1.7753553792617878,0.0042654167112024,-1.3851899665609032e-06,3.123231543093562e-09,-2.459204458433356e-06,2.0405933394409883e-09
-0.9095477386934674,1.7876503598718876,0.0043543293635658,-1.3424379359497714e-06,3.064260757689359e-09,-2.3998096593062827e-06,2.0401745145063716e-09
-0.8994974874371859,1.7960734851149551,0.0044172666792629,-1.3142176968124358e-06,3.0274029135521394e-09,-2.360431558913661e-06,2.0335178712479972e-09
-0.8894472361809045,1.8089674256640864,0.0045413768549637,-1.272390632469522e-06,2.990843307826612e-09,-2.30171320685749e-06,2.02933734075522e-09
-0.879396984924623,1.8176190250262112,0.00462053196043,-1.2449763444855065e-06,2.9619765398487703e-09,-2.2628926894444424e-06,2.026328240184516e-09
-0.8693467336683418,1.8308533402415168,0.0047358272784173,-1.2043181444962974e-06,2.913915448914476e-09,-2.204929897564512e-06,2.0168162555299424e-09
-0.8592964824120604,1.8397812760753411,0.004820661476756,-1.1777198817622684e-06,2.886017641018322e-09,-2.1667469869278864e-06,2.010088169721076e-09
-0.8492462311557789,1.8532907692279583,0.0048189585258275,-1.1384026089380878e-06,2.757720597989928e-09,-2.109791046809984e-06,1.993587750756388e-09
-0.8391959798994975,1.862839930011164,0.0050509274888244,-1.112315658324783e-06,2.819265805097482e-09,-2.0720660231040607e-06,1.9956521267736863e-09
-0.829145728643216,1.8770582726149525,0.0052694577178529,-1.0740591474406064e-06,2.8252159149245462e-09,-2.016071607981153e-06,1.977243884861724e-09
-0.8190954773869348,1.886178097647984,0.0050364623706617,-1.049240132704555e-06,2.599618089647876e-09,-1.979053757480596e-06,1.9704647691920834e-09
