abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00015787939568439032,0.7827487472633017,0.020263567711602325,0.006790943416531663,0.019542447252143335,0.020263567711602325,4,179.99095417694582,0.9999999937685241,782.7487472633017,20.263567711602324
0.22851750196921466,0.7819022790281869,0.013101739731583397,0.009203267068901596,0.019542447252143335,0.019542447252143335,8,166.87825440249435,0.9869449378234375,781.9022790281869,19.542447252143337
0.45710000098446724,0.7835538835181294,0.014465710225283028,0.01685489572388402,0.019542447252143335,0.019542447252143335,8,153.5765615212762,0.947764897275,783.5538835181294,19.542447252143337
0.6856750006562876,0.785307994966245,0.013672102791653613,0.010664414687766322,0.019542447252143335,0.019542447252143335,8,139.90031095944127,0.88246244836875,785.307994966245,19.542447252143337
0.9142600004922014,0.7769551668285151,0.014681158396074204,0.01678528396961816,0.019542447252143335,0.019542447252143335,8,125.59586768276748,0.791032162875,776.9551668285151,19.542447252143337
1.1429000003937353,0.7718986276370108,0.015503282118541798,0.017346435079946657,0.019542447252143335,0.019542447252143335,8,110.2971986127164,0.673444897275,771.8986276370108,19.542447252143337
1.371500000328108,0.7724554255004872,0.017629548186258632,0.016269209724955463,0.019542447252143335,0.019542447252143335,8,93.41076201747548,0.529746937275,772.4554255004872,19.542447252143337
1.599892500281269,0.7761291801252771,0.016989269673791402,0.011906886603001567,0.019542447252143335,0.019542447252143335,8,73.7500601456703,0.36008599688593745,776.1291801252771,19.542447252143337
1.8284775337418586,0.7790097719652539,0.01676049818381252,0.023256011924987604,0.019542447252143335,0.023256011924987604,8,47.804295744195706,0.16416747715032254,779.0097719652539,23.256011924987604
2.0,0.759442692823262,0.006066356196250132,0.01954244725214334,0.019542447252143335,0.01954244725214334,56,0.0,0.0,759.4426928232621,19.54244725214334
