abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00015297058540778355,0.632465778097031,0.013421656397623431,0.008732880217823563,0.0100810064914535,0.013421656397623431,4,179.99123543105796,0.99999999415,632.4657780970309,13.421656397623432
0.22852000196919312,0.6172895585940592,0.010733008618656496,0.006630824877875045,0.0100810064914535,0.010733008618656496,8,166.87811021878082,0.986944652175,617.2895585940593,10.733008618656497
0.4571000009844673,0.6051597102270536,0.01101685414938547,0.008225232458519525,0.0100810064914535,0.01101685414938547,8,153.5765615212762,0.947764897275,605.1597102270537,11.01685414938547
0.6856800006562829,0.5790423022057337,0.013513460614408355,0.0072644246822751515,0.0100810064914535,0.013513460614408355,8,139.90000599814124,0.8824607341749999,579.0423022057337,13.513460614408356
0.9142625004922,0.5828569804067304,0.01220582193862859,0.016424579666246157,0.0100810064914535,0.016424579666246157,8,125.59570663091421,0.7910310200484375,582.8569804067304,16.424579666246157
1.142897500393736,0.5575827750015435,0.017095590717469102,0.006978042027580361,0.0100810064914535,0.017095590717469102,8,110.29737315930987,0.6734463258984376,557.5827750015435,17.0955907174691
1.371500000328108,0.552328409506748,0.017638730250718195,0.01162019190330786,0.0100810064914535,0.017638730250718195,8,93.41076201747548,0.529746937275,552.328409506748,17.638730250718194
1.599897500281268,0.5322867005447053,0.021497697715255348,0.0025278489790343805,0.0100810064914535,0.021497697715255348,8,73.74958273653363,0.36008199714843747,532.2867005447052,21.49769771525535
1.8284750002461068,0.5304218309760724,0.021947549627051147,0.005437006338038979,0.0100810064914535,0.021947549627051147,8,47.80465400369853,0.16416979336874993,530.4218309760724,21.947549627051146
2.0,0.5395107585094655,0.007954730060985092,0.010081006491453501,0.0100810064914535,0.010081006491453501,56,0.0,0.0,539.5107585094655,10.0810064914535
