abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00018249030281651708,0.65460663671247,0.010744494001259585,0.0031427392152633235,0.0057373306282915894,0.010744494001259585,4,179.98954407583204,0.9999999916743223,654.6066367124699,10.744494001259584
0.22851500196923616,0.6469904090720843,0.0077603566920955045,0.007131429613256853,0.0057373306282915894,0.0077603566920955045,8,166.87839858618705,0.98694522346875,646.9904090720843,7.760356692095504
0.4570950009844781,0.6292033069498857,0.007709340030340925,0.00504731425368379,0.0057373306282915894,0.007709340030340925,8,153.57685578870536,0.94776604001875,629.2033069498857,7.709340030340925
0.6856750006562876,0.6051073214918665,0.008354110640923118,0.007672871860220774,0.0057373306282915894,0.008354110640923118,8,139.90031095944127,0.88246244836875,605.1073214918665,8.354110640923118
0.9142600004922014,0.5789413499374233,0.010014077545770708,0.008281053380834853,0.0057373306282915894,0.010014077545770708,8,125.59586768276748,0.791032162875,578.9413499374233,10.014077545770707
1.1428925003937378,0.5670218977535076,0.011013227660768204,0.003380453545189433,0.0057373306282915894,0.011013227660768204,8,110.29772225194137,0.6734491831359375,567.0218977535077,11.013227660768205
1.3714925003281098,0.5602676844900053,0.01117321587405071,0.00893223179397777,0.0057373306282915894,0.01117321587405071,8,93.41135242055535,0.5297520803859375,560.2676844900053,11.17321587405071
1.5998875002812698,0.5384061380296921,0.011312001871904832,0.008131947180554537,0.0057373306282915894,0.011312001871904832,8,73.75053755215555,0.36008999661093744,538.4061380296921,11.312001871904831
1.8284725002461073,0.524048927197035,0.01261084257951981,0.0009911530334706616,0.0057373306282915894,0.01261084257951981,8,47.80500752411781,0.16417207896093733,524.048927197035,12.61084257951981
2.0,0.5250394908877645,0.004811689294812688,0.0057373306282915894,0.0057373306282915894,0.0057373306282915894,56,0.0,0.0,525.0394908877645,5.7373306282915895
