df_index,H,A,A_err,V_peak,V_peak_err,V0_gauss,V0_gauss_err,slope,slope_err,intercept,intercept_err,chi2,n_points,V_peak_rough,abs_H,fwhm_meas_V,fwhm_meas_err,V_left_meas,V_right_meas,height_meas,sigma_noise,fwhm_fit_V,fwhm_fit_err_V,Phi_eV,Phi_err_eV,Phi_err_stat_eV,Phi_err_floor_eV,Phi_err_repeat_eV,window,Phi_meV,Phi_meV_err,Phi_err_stat_meV,Phi_err_repeat_meV,Phi_err_floor_meV,fwhm_fit_meV,fwhm_fit_meV_err,fwhm_meas_meV,fwhm_meas_meV_err
0,3.428550000131251,0.04669286200544906,0.047614061332995415,0.7746339201389028,0.05583166507562624,0.730429568477504,0.22056109823180295,0.05221086281000184,0.22123196403250792,1.4821969844374199,0.19447711109778593,0.005302631607386712,90,0.7696082215367734,3.428550000131251,0.336007479227042,0.0160107747831978,0.5508449931338876,0.8868524723609296,0.05434211505916815,0.005191178524224167,0.46222315559112354,0.17664582367937973,0.7746339201389028,0.05583166507562624,0.05583166507562624,0.019542447252143335,0.012087385085240456,FM,774.6339201389028,55.83166507562624,55.83166507562624,12.087385085240456,19.542447252143337,462.22315559112354,176.64582367937973,336.007479227042,16.0107747831978
1,3.428550000131251,0.03986388292000693,0.046856004900314836,0.7982399369322396,0.06429646865651775,0.8330062161557314,0.2572635968418792,-0.03539802149021428,0.22293902412585,1.5580325016092147,0.15668628178116575,0.0054520870087605,90,0.7896570669050101,3.428550000131251,0.31480735046634334,0.007256621185143835,0.6523410094371859,0.9671483599035292,0.050492800537595625,0.005565518989189935,0.46222315559112354,0.17664582367937973,0.7982399369322396,0.06429646865651775,0.06429646865651775,0.019542447252143335,0.012087385085240456,FM,798.2399369322396,64.29646865651775,64.29646865651775,12.087385085240456,19.542447252143337,462.22315559112354,176.64582367937973,314.80735046634334,7.2566211851438345
2,3.4285700001312502,0.042761420310953986,0.04969742041599887,0.784914864303006,0.061286120696442924,0.7428210583452521,0.2396524868531558,0.045671646292856,0.2249700060886864,1.491403158443674,0.20461535915430423,0.005286031010973414,90,0.7905382525018037,3.4285700001312502,0.3980862104170233,0.012490936596437786,0.542898353462061,0.9409845638790842,0.0504950690415662,0.005575772597657437,0.46222315559112354,0.17664582367937973,0.784914864303006,0.061286120696442924,0.061286120696442924,0.019542447252143335,0.012087385085240456,FM,784.9148643030061,61.28612069644292,61.28612069644292,12.087385085240456,19.542447252143337,462.22315559112354,176.64582367937973,398.0862104170233,12.490936596437786
3,3.4285700001312502,0.048469608412954786,0.044884933545890474,0.7714084091386273,0.052037724688788006,0.7428064480702434,0.21310146476485936,0.035598963075419474,0.2175875372225958,1.494238014673775,0.18871117730943268,0.004905815839084435,90,0.7726624511382767,3.4285700001312502,0.38176951473726095,0.01700502514404523,0.5568423197795659,0.9386118345168268,0.05631005003928547,0.006088449848264985,0.46222315559112354,0.17664582367937973,0.7714084091386273,0.052037724688788006,0.052037724688788006,0.019542447252143335,0.012087385085240456,FM,771.4084091386273,52.037724688788,52.037724688788,12.087385085240456,19.542447252143337,462.22315559112354,176.64582367937973,381.769514737261,17.00502514404523
4,3.200020000140624,0.059153693080545376,0.10530638622205159,0.7669911318057112,0.07153119398755793,0.6553233462402293,0.15615648512788233,0.1458112278004752,0.29856438560509385,1.4098197344174457,0.2972205535066156,0.004983146686020533,90,0.7783640643783565,3.200020000140624,0.4499577445786544,0.03557478236690308,0.4178787975653136,0.867836542143968,0.06523711318552725,0.005714430481604855,0.46222315559112354,0.17664582367937973,0.7669911318057112,0.07153119398755793,0.07153119398755793,0.019542447252143335,0.0036943097193475956,FM,766.9911318057112,71.53119398755793,71.53119398755793,3.6943097193475958,19.542447252143337,462.22315559112354,176.64582367937973,449.9577445786544,35.57478236690308
5,3.200020000140624,0.055594389705143014,0.07388391351436274,0.7722975795701406,0.05493842009556162,0.7000391487160842,0.18792453177320323,0.09742347731742329,0.2581170107235645,1.446333066756537,0.2456516673655146,0.004562521493696054,89,0.7758667740606214,3.200020000140624,0.4306514812514188,0.15436050547562763,0.4821236755515443,0.9127751568029631,0.060614747343885,0.016296085894120585,0.46222315559112354,0.17664582367937973,0.7722975795701406,0.05493842009556162,0.05493842009556162,0.019542447252143335,0.0036943097193475956,FM,772.2975795701406,54.938420095561625,54.938420095561625,3.6943097193475958,19.542447252143337,462.22315559112354,176.64582367937973,430.6514812514188,154.36050547562763
6,2.971520000151438,0.0504547863377355,0.043706664649538575,0.780503295633016,0.049471879865887095,0.7569001764744666,0.20502386186634514,0.030682378155446225,0.21546071375318335,1.5033696202565827,0.18604884641429173,0.006264904742319051,90,0.7800508820015031,2.971520000151438,0.36341937227642196,0.017627699061259758,0.5490395510369407,0.9124589233133626,0.055903392172488436,0.005505974307490908,0.46222315559112354,0.17664582367937973,0.780503295633016,0.049471879865887095,0.049471879865887095,0.019542447252143335,0.018437852868326193,FM,780.503295633016,49.4718798658871,49.4718798658871,18.437852868326193,19.542447252143337,462.22315559112354,176.64582367937973,363.41937227642194,17.627699061259758
7,2.971520000151438,0.04004682838030569,0.04416249598359152,0.8036695061091683,0.06195427747501822,0.8272730076207667,0.2568313907807774,-0.024362510148358843,0.2201583739485722,1.5564245689551115,0.1574491752262608,0.004944176623616384,90,0.7899995256304609,2.971520000151438,,,0.7400919991750133,,0.04392626523866698,0.010223387486824899,0.46222315559112354,0.17664582367937973,0.8036695061091683,0.06195427747501822,0.06195427747501822,0.019542447252143335,0.018437852868326193,FM,803.6695061091683,61.95427747501822,61.95427747501822,18.437852868326193,19.542447252143337,462.22315559112354,176.64582367937973,,
8,2.742930000164058,0.12078320852341774,0.16300295332061224,0.7394282215667836,0.034701875339760095,0.6250011851533364,0.09066868612543358,0.302643860446732,0.38782944578217027,1.2563154475103229,0.40452868541171044,0.006735127860593111,90,0.7767027172727455,2.742930000164058,,,,0.833451165347114,0.13803521304476452,0.006043976448613758,0.46222315559112354,0.17664582367937973,0.7394282215667836,0.034701875339760095,0.034701875339760095,0.019542447252143335,0.021010244738788396,FM,739.4282215667836,34.70187533976009,34.70187533976009,21.010244738788394,19.542447252143337,462.22315559112354,176.64582367937973,,
9,2.742930000164058,0.047118765170696235,0.03883348043801317,0.7907381805496743,0.0520732850683913,0.80076916726681,0.21981232090816713,-0.012226623724456388,0.21221406923406333,1.5445158773138399,0.1654072174122926,0.005726882613457952,90,0.7899440772459418,2.742930000164058,0.35963785078696264,0.02324890181969767,0.606259926075615,0.9658977768625776,0.053675518591826385,0.005421548804559024,0.46222315559112354,0.17664582367937973,0.7907381805496743,0.0520732850683913,0.0520732850683913,0.019542447252143335,0.021010244738788396,FM,790.7381805496742,52.0732850683913,52.0732850683913,21.010244738788394,19.542447252143337,462.22315559112354,176.64582367937973,359.63785078696264,23.248901819697668
10,2.51439000017897,0.06512274421644035,0.07635911438177317,0.7703788099323651,0.04428821894454163,0.7064870208211161,0.15754122246092697,0.10240822299858016,0.251200218978276,1.4458918823593412,0.24405785755550824,0.005505180686422663,90,0.7821496699961927,2.51439000017897,0.4580277448909326,0.02172044356449402,0.45359740663988096,0.9116251515308136,0.07178317938032225,0.0058120842644578405,0.46222315559112354,0.17664582367937973,0.7703788099323651,0.04428821894454163,0.04428821894454163,0.019542447252143335,0.012316435697155553,FM,770.378809932365,44.28821894454163,44.28821894454163,12.316435697155553,19.542447252143337,462.22315559112354,176.64582367937973,458.02774489093264,21.72044356449402
11,2.51439000017897,0.04171613849028018,0.06218102492078154,0.778582635317034,0.06909401896385059,0.7172256743057145,0.24971878814821105,0.06326117624836411,0.2471455976853443,1.496333947108191,0.23059926527830488,0.004848245526507696,89,0.7834204313677355,2.51439000017897,0.3579826585973592,0.04099131685732262,0.5414919951893616,0.8994746537867209,0.04556149581114552,0.013494885400984329,0.46222315559112354,0.17664582367937973,0.778582635317034,0.06909401896385059,0.06909401896385059,0.019542447252143335,0.012316435697155553,FM,778.582635317034,69.09401896385059,69.09401896385059,12.316435697155553,19.542447252143337,462.22315559112354,176.64582367937973,357.9826585973592,40.99131685732262
12,2.2858100001968666,0.061649923421580655,0.09681615500956228,0.753246427522445,0.062048231925843314,0.6505856613792148,0.15825912350155036,0.1432634904548114,0.28531308954767687,1.4275470373123242,0.277004954672739,0.0064427011927534064,90,0.7576435500040081,2.2858100001968666,0.4024367486639076,0.03517565512493786,0.44933185937696746,0.8517686080408751,0.06909519821917205,0.006373149446836481,0.46222315559112354,0.17664582367937973,0.753246427522445,0.062048231925843314,0.062048231925843314,0.019542447252143335,0.012308187336460899,FM,753.246427522445,62.04823192584331,62.04823192584331,12.308187336460898,19.542447252143337,462.22315559112354,176.64582367937973,402.4367486639076,35.17565512493786
13,2.2858100001968666,0.037935240933066904,0.05385563239936771,0.783073426401929,0.07248085750837657,0.727972159134301,0.2674224352329288,0.05215124848817101,0.2310977231829481,1.5123685440761439,0.21252256265018174,0.0041640120435723765,90,0.7863916179214431,2.2858100001968666,0.36453711475144923,0.013116664444668594,0.5572830088564774,0.9218201236079266,0.04286945641901367,0.005321340721764774,0.46222315559112354,0.17664582367937973,0.783073426401929,0.07248085750837657,0.07248085750837657,0.019542447252143335,0.012308187336460899,FM,783.073426401929,72.48085750837657,72.48085750837657,12.308187336460898,19.542447252143337,462.22315559112354,176.64582367937973,364.5371147514492,13.116664444668594
14,2.057210000218743,0.046473684798348916,0.05081944299585571,0.793163359446468,0.05497952769335205,0.8274059280518719,0.2209497784379162,-0.040700012574137946,0.22485100601703067,1.5821211651621865,0.1547147975397862,0.0067682247911574735,90,0.7825593832276554,2.057210000218743,,,0.6584922734778006,,0.0544645684619333,0.005558549005464692,0.46222315559112354,0.17664582367937973,0.793163359446468,0.05497952769335205,0.05497952769335205,0.019542447252143335,0.053042286107785254,FM,793.163359446468,54.97952769335205,54.97952769335205,53.04228610778525,19.542447252143337,462.22315559112354,176.64582367937973,,
15,2.057210000218743,1.1052145465036805,1.2032718330136623,0.6713007442885772,0.019220471121502627,1.0010313517476945,0.07286538076797211,-3.108291092265603,2.4353950268811726,3.42699520892901,1.2296773044536065,0.3918683674799531,76,0.8507288567577155,2.057210000218743,,,0.7943028674256615,,1.266711518654944,0.02060480593510862,0.46222315559112354,0.17664582367937973,0.6713007442885772,0.053042286107785254,0.019220471121502627,0.019542447252143335,0.053042286107785254,FM,671.3007442885772,53.04228610778525,19.220471121502626,53.04228610778525,19.542447252143337,462.22315559112354,176.64582367937973,,
16,1.8285901342291007,0.05476295142337419,0.0904366698563445,0.8060598582074149,0.05912948229225557,0.888917897700589,0.17627304706590635,-0.10771699871914517,0.27611081660355874,1.6376626854385568,0.16466429526714854,0.008198092262203237,90,0.7848809656815632,1.8285901342291007,,,0.6862052467532004,,0.06888443456706689,0.005775519429130572,0.46222315559112354,0.17664582367937973,0.8060598582074149,0.05912948229225557,0.05912948229225557,0.019542447252143335,0.02165844899301743,canting,806.0598582074149,59.129482292255574,59.129482292255574,21.65844899301743,19.542447252143337,462.22315559112354,176.64582367937973,,
17,1.8285901342291007,0.07723497939529854,0.09169431535658985,0.7989241010028056,0.04033640949239352,0.8733476115071186,0.13852420346931116,-0.1388259236694981,0.2768229991897321,1.6420285144135967,0.16693664103219907,0.005510429981094877,89,0.7879108778175351,1.8285901342291007,,,0.6772214791874592,,0.08246579504080538,0.005617065481778259,0.46222315559112354,0.17664582367937973,0.7989241010028056,0.04033640949239352,0.04033640949239352,0.019542447252143335,0.02165844899301743,canting,798.9241010028056,40.33640949239352,40.33640949239352,21.65844899301743,19.542447252143337,462.22315559112354,176.64582367937973,,
18,1.5999800002812536,0.0403125758341444,0.04349221446921729,0.7814509320213429,0.06177898477142372,0.8055268338019768,0.25533157384151217,-0.024979387222690042,0.21939732613314533,1.5871363124219389,0.15342755478213957,0.5525311309262416,90,0.7691961344096194,1.5999800002812536,0.0097404484310456,0.007388958032440985,0.7392615346045054,0.749001983035551,0.1451695943976863,0.058549146746293766,0.46222315559112354,0.17664582367937973,0.7814509320213429,0.06177898477142372,0.06177898477142372,0.019542447252143335,0.006517530270693443,canting,781.4509320213429,61.778984771423715,61.778984771423715,6.517530270693443,19.542447252143337,462.22315559112354,176.64582367937973,9.7404484310456,7.388958032440985
19,1.5999800002812536,0.04859008275709577,0.06448778131186161,0.7687868500645292,0.06001100415723304,0.7012190073609486,0.2082876890867966,0.08030096729694557,0.24076222856393323,1.5010108675899732,0.2241008854952057,0.009231017294827172,90,0.7695403665350703,1.5999800002812536,0.29748712535746036,0.030370566224507307,0.5260975170430848,0.8235846424005452,0.05388156721194014,0.007262775869756517,0.46222315559112354,0.17664582367937973,0.7687868500645292,0.06001100415723304,0.06001100415723304,0.019542447252143335,0.006517530270693443,canting,768.7868500645292,60.01100415723304,60.01100415723304,6.517530270693443,19.542447252143337,462.22315559112354,176.64582367937973,297.48712535746034,30.370566224507307
20,1.3715200003281032,0.050209531070529716,0.04447366993683168,0.785950357121117,0.048771391692732535,0.800809254933778,0.2059253758107554,-0.01929215588073343,0.21637026307068466,1.5840537583141685,0.15652112792292355,0.006260045077942552,90,0.7744816192009016,1.3715200003281032,,,0.6318508593444233,,0.05923842940320688,0.005639272999517978,0.46222315559112354,0.17664582367937973,0.785950357121117,0.048771391692732535,0.048771391692732535,0.019542447252143335,0.016994386912865016,canting,785.950357121117,48.771391692732536,48.771391692732536,16.994386912865018,19.542447252143337,462.22315559112354,176.64582367937973,,
21,1.3715200003281032,0.041611556289360314,0.03752964188907229,0.77797552023006,0.060246386658054034,0.7561503567903844,0.2573756034310121,0.023427827253790622,0.2213683308534714,1.5579799352276864,0.182268019611997,0.005426329071645346,89,0.7716266818941883,1.3715200003281032,0.3539051739071246,0.04195746935231688,0.588778654777261,0.9426838286843856,0.049368944966560524,0.005864522600062315,0.46222315559112354,0.17664582367937973,0.77797552023006,0.060246386658054034,0.060246386658054034,0.019542447252143335,0.016994386912865016,canting,777.97552023006,60.246386658054035,60.246386658054035,16.994386912865018,19.542447252143337,462.22315559112354,176.64582367937973,353.9051739071246,41.957469352316885
