abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.000165146931829632,0.7318490959467466,0.0007808442433459047,0.00305582103719956,0.0019355738829970636,0.00305582103719956,4,179.99053777779588,0.9999999931816227,731.8490959467466,3.05582103719956
0.2285175001641066,0.7227273570516777,0.0005610415067147609,0.005680229766760678,0.0019355738829970636,0.005680229766760678,8,166.87825450660122,0.9869449380296869,722.7273570516777,5.680229766760678
0.45709500008203596,0.7003799819961108,0.0005747592209925233,0.007111891974713731,0.0019355738829970636,0.007111891974713731,8,153.57685584181723,0.9477660402250009,700.3799819961108,7.111891974713731
0.6856725000729211,0.6752258919619051,0.0005636398983202424,0.006443054315715251,0.0019355738829970636,0.006443054315715251,8,139.90046347556117,0.8824633056609374,675.2258919619051,6.443054315715251
0.9142550000410166,0.6570942535192363,0.0005716276784125477,0.0044851564744601375,0.0019355738829970636,0.0044851564744601375,8,125.59618981519077,0.7910344487250002,657.0942535192363,4.485156474460138
1.1428900000328113,0.6394377895897059,0.0005812116108194499,0.0032313118824841384,0.0019355738829970636,0.0032313118824841384,8,110.29789682317877,0.6734506119562502,639.4377895897059,3.2313118824841385
1.3714950000273425,0.6225162931747834,0.0005739275261784137,0.0033439577475235733,0.0019355738829970636,0.0033439577475235733,8,93.41115564352363,0.5297503662249999,622.5162931747834,3.3439577475235733
1.599887500023439,0.6044286847531936,0.0005330908232670091,0.001473637670167843,0.0019355738829970636,0.0019355738829970636,8,73.75053757677351,0.3600899968171877,604.4286847531936,1.9355738829970637
1.8284775000205087,0.5763227085973874,0.000509892841868589,0.001807454423065077,0.0019355738829970636,0.0019355738829970636,8,47.804300512720026,0.1641675079796877,576.3227085973874,1.9355738829970637
2.0,0.5668309156185227,0.00019688608904059772,0.0019355738829970638,0.0019355738829970636,0.0019355738829970638,56,0.0,0.0,566.8309156185227,1.935573882997064
