H,abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,n,Phi_err_m2_eV,region,Phi_meV,Phi_err_m2_meV,Phi_err_stat_meV,Phi_err_repeat_meV,Phi_err_floor_meV
-3.428445000131255,3.428445000131255,0.6168587772280499,0.05058061073764198,0.010863525436118179,0.046956301747025364,4,0.05579261985330595,FM,616.8587772280499,55.79261985330595,50.58061073764198,10.863525436118179,46.956301747025364
-3.1998450384236756,3.1998450384236756,0.6051114411904323,0.05394434393647559,0.009369857937204564,0.046956301747025364,4,0.05579261985330595,FM,605.1114411904323,55.79261985330595,53.94434393647559,9.369857937204564,46.956301747025364
-2.97147500015144,2.97147500015144,0.6018560704615166,0.05298468631308113,0.008444194547481675,0.046956301747025364,4,0.05579261985330595,FM,601.8560704615165,55.79261985330595,52.98468631308113,8.444194547481676,46.956301747025364
-2.742945000164057,2.742945000164057,0.5942990600779786,0.05130544407633124,0.009929118998384393,0.046956301747025364,4,0.05579261985330595,FM,594.2990600779787,55.79261985330595,51.30544407633124,9.929118998384393,46.956301747025364
-2.5142000001789833,2.5142000001789833,0.6023130181155913,0.06074880571310862,0.09115528870390538,0.046956301747025364,4,0.2661742218575153,FM,602.3130181155914,266.1742218575153,60.74880571310862,91.15528870390538,46.956301747025364
-2.2856800001968782,2.2856800001968782,0.6297626016449894,0.033606117275482135,0.06804448769492481,0.046956301747025364,4,0.19869048544973703,FM,629.7626016449894,198.69048544973703,33.606117275482134,68.04448769492481,46.956301747025364
-2.0571200002187524,2.0571200002187524,0.598536514622406,0.05045452229404136,0.005278306276446376,0.046956301747025364,4,0.05579261985330595,FM,598.536514622406,55.79261985330595,50.45452229404136,5.278306276446376,46.956301747025364
-1.828400000246117,1.828400000246117,0.630462620188822,0.024972384209776856,0.07818110410701702,0.046956301747025364,4,0.22828949198155624,canting,630.462620188822,228.28949198155624,24.972384209776855,78.18110410701702,46.956301747025364
-1.5998550002812753,1.5998550002812753,0.5913595126661296,0.04798005193303239,0.009012999637496895,0.046956301747025364,4,0.04798005193303239,canting,591.3595126661296,47.98005193303239,47.98005193303239,9.012999637496895,46.956301747025364
-1.3715350003280997,1.3715350003280997,0.6137190487192774,0.06080575418620711,0.10458762624766851,0.046956301747025364,4,0.30539676225286444,canting,613.7190487192775,305.39676225286445,60.80575418620711,104.58762624766851,46.956301747025364
-1.1428900003937386,1.1428900003937386,0.5981741047763005,0.037936793033117484,0.006451506456272572,0.046956301747025364,4,0.037936793033117484,canting,598.1741047763005,37.93679303311748,37.93679303311748,6.451506456272572,46.956301747025364
-0.9142350004922148,0.9142350004922148,0.604509869721611,0.03588509920059705,0.005074969877791058,0.046956301747025364,4,0.03588509920059705,canting,604.509869721611,35.88509920059705,35.88509920059705,5.074969877791058,46.956301747025364
-0.6856650006562972,0.6856650006562972,0.6141360418652392,0.030757508505973006,0.009124240594182759,0.046956301747025364,4,0.030757508505973006,canting,614.1360418652392,30.757508505973007,30.757508505973007,9.124240594182758,46.956301747025364
-0.4570400009845965,0.4570400009845965,0.6180711436248786,0.02848180314725922,0.014298479903800856,0.046956301747025364,4,0.04175168348708721,canting,618.0711436248786,41.751683487087206,28.481803147259217,14.298479903800857,46.956301747025364
-0.2284900019694516,0.2284900019694516,0.6297674170864057,0.024763856328113693,0.006868465785221042,0.046956301747025364,4,0.024763856328113693,canting,629.7674170864057,24.763856328113693,24.763856328113693,6.868465785221042,46.956301747025364
-0.00015790248782454212,0.00015790248782454212,0.6336822626586167,0.02268993134692296,0.0022814204686092848,0.046956301747025364,4,0.02268993134692296,AFM,633.6822626586168,22.689931346922958,22.689931346922958,2.281420468609285,46.956301747025364
0.2285550019688915,0.2285550019688915,0.6253486569582505,0.02370563092762196,0.005041259807255361,0.046956301747025364,4,0.02370563092762196,canting,625.3486569582504,23.70563092762196,23.70563092762196,5.0412598072553605,46.956301747025364
0.4571650009843273,0.4571650009843273,0.6194010719554622,0.026723990565536884,0.0033431775746975033,0.046956301747025364,4,0.026723990565536884,canting,619.4010719554623,26.723990565536884,26.723990565536884,3.343177574697503,46.956301747025364
0.685685000656278,0.685685000656278,0.6454059905762488,0.019615433989787497,0.0818420790648511,0.046956301747025364,4,0.2389795701382566,canting,645.4059905762488,238.9795701382566,19.615433989787498,81.84207906485109,46.956301747025364
0.9142850004921879,0.9142850004921879,0.6001882121905016,0.03522498778038734,0.009042440242841862,0.046956301747025364,4,0.03522498778038734,canting,600.1882121905015,35.22498778038734,35.22498778038734,9.042440242841861,46.956301747025364
1.1429200003937283,1.1429200003937283,0.6000309975503193,0.043101242678160144,0.005729371954575487,0.046956301747025364,4,0.043101242678160144,canting,600.0309975503193,43.10124267816014,43.10124267816014,5.729371954575487,46.956301747025364
1.3714850003281116,1.3714850003281116,0.6264778088198962,0.03165624992619963,0.09784131537424456,0.046956301747025364,4,0.28569747686114827,canting,626.4778088198963,285.6974768611483,31.656249926199628,97.84131537424456,46.956301747025364
1.5999350002812616,1.5999350002812616,0.5866778827344077,0.04920334616410328,0.005168446561428777,0.046956301747025364,4,0.04920334616410328,canting,586.6778827344077,49.20334616410328,49.20334616410328,5.168446561428777,46.956301747025364
1.8285650002460947,1.8285650002460947,0.5841500976820723,0.04639848809885921,0.01901716942676365,0.046956301747025364,4,0.05553029721120809,canting,584.1500976820722,55.530297211208094,46.398488098859204,19.017169426763648,46.956301747025364
2.0571900002187453,2.0571900002187453,0.6215895133228205,0.028970783382577546,0.017001460361192572,0.046956301747025364,4,0.05579261985330595,FM,621.5895133228205,55.79261985330595,28.970783382577547,17.00146036119257,46.956301747025364
2.2858050001968673,2.2858050001968673,0.6175549027511174,0.030119706905227344,0.02203141004616649,0.046956301747025364,4,0.06433190557391072,FM,617.5549027511173,64.33190557391072,30.119706905227343,22.03141004616649,46.956301747025364
2.5144100001789687,2.5144100001789687,0.6141769041459239,0.03168826893168989,0.019083812315477646,0.046956301747025364,4,0.05579261985330595,FM,614.1769041459238,55.79261985330595,31.68826893168989,19.083812315477648,46.956301747025364
2.7429700001640556,2.7429700001640556,0.6074681596721841,0.05556934298404827,0.08932636866146311,0.046956301747025364,4,0.26083375970706385,FM,607.4681596721841,260.83375970706385,55.56934298404827,89.3263686614631,46.956301747025364
2.9716050001514334,2.9716050001514334,0.6604892782697503,0.046207400883926594,0.10527434290608356,0.046956301747025364,4,0.3074019807628288,FM,660.4892782697503,307.4019807628288,46.207400883926596,105.27434290608356,46.956301747025364
3.200135038421151,3.200135038421151,0.5947743697197196,0.049738508364749745,0.01184299122328032,0.046956301747025364,4,0.05579261985330595,FM,594.7743697197196,55.79261985330595,49.73850836474975,11.84299122328032,46.956301747025364
