abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00015516648189186453,0.8047980412401252,0.0008542011964777638,0.0011037236606099992,0.00223732849758183,0.00223732849758183,4,179.99191783223486,0.9999999950254882,804.7980412401253,2.23732849758183
0.22852000010941637,0.8045156095628946,0.000653191345009549,0.0024446354697837225,0.00223732849758183,0.0024446354697837225,8,168.07555309397387,0.9892104565185935,804.5156095628946,2.4446354697837225
0.4571025000820348,0.7811447167775525,0.0008107277920503921,0.002990095158328429,0.00223732849758183,0.002990095158328429,8,156.01614642907666,0.9568300215741226,781.1447167775525,2.9900951583284288
0.6856825000546893,0.7408735743615217,0.0007474010673306287,0.002537538960792712,0.00223732849758183,0.002537538960792712,8,143.6797314493541,0.9028594027104857,740.8735743615217,2.537538960792712
0.9142650000273449,0.7222031225644246,0.0007716987903635132,0.004206746711174223,0.00223732849758183,0.004206746711174223,8,130.88893561828206,0.8272974193646693,722.2031225644247,4.2067467111742225
1.142905000043748,0.7107841817111121,0.0007483071268722884,0.0031209181331707226,0.00223732849758183,0.0031209181331707226,8,117.40225828419156,0.7301173886105374,710.7841817111122,3.1209181331707225
1.3715050000273425,0.6933732092294561,0.0008597837816780766,0.002537211022989004,0.00223732849758183,0.002537211022989004,8,102.86863893710614,0.6113582716735536,693.3732092294562,2.537211022989004
1.5998975000234388,0.6746518678702325,0.0009168526309446079,0.001861470352621574,0.00223732849758183,0.00223732849758183,8,86.69129490960421,0.471142146574122,674.6518678702324,2.23732849758183
1.8284800000136725,0.6466412310999679,0.0007971866799618713,0.002304689996315453,0.00223732849758183,0.002304689996315453,8,67.57057821519291,0.3092274565185953,646.6412310999679,2.304689996315453
2.057155000012153,0.625473285551596,0.0007130912661114463,0.0020278546187519563,0.00223732849758183,0.00223732849758183,8,41.520939290306465,0.12564324502582647,625.473285551596,2.23732849758183
2.1999999999999997,0.6123680900215501,0.0003039210319898514,0.0022373284975818306,0.00223732849758183,0.0022373284975818306,48,2.4148365394514667e-06,4.440892098500626e-16,612.3680900215501,2.2373284975818306
