abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00015790248782454212,0.6336822626586167,0.02268993134692296,0.0022814204686092848,0.046956301747025364,0.046956301747025364,4,179.99095285386363,0.9999999937667011,633.6822626586168,46.956301747025364
0.22852250196917157,0.6274616090096917,0.017124302197493484,0.006015291058378997,0.046956301747025364,0.046956301747025364,8,166.87796603504643,0.9869443665234375,627.4616090096918,46.956301747025364
0.4571025009844619,0.618778411266698,0.019488530160112344,0.00979556986444687,0.046956301747025364,0.046956301747025364,8,153.57641438749508,0.9477643258984375,618.778411266698,46.956301747025364
0.6856750006562876,0.6363650498954889,0.016538433762116892,0.06306962409086875,0.046956301747025364,0.06306962409086875,8,139.90031095944127,0.88246244836875,636.3650498954889,63.06962409086875
0.9142600004922014,0.6023089266797265,0.025137962773879922,0.00707041472025078,0.046956301747025364,0.046956301747025364,8,125.59586768276748,0.791032162875,602.3089266797265,46.956301747025364
1.1429050003937336,0.5989846924437212,0.028477140280879658,0.00574310152572114,0.046956301747025364,0.046956301747025364,8,110.29684951897407,0.67344204001875,598.9846924437212,46.956301747025364
1.3715100003281058,0.6237571151875665,0.028078911224726354,0.09458886168943685,0.046956301747025364,0.09458886168943685,8,93.40997480891073,0.5297400797499998,623.7571151875665,94.58886168943685
1.5998950002812684,0.5890776182950295,0.03435135453596818,0.007138416293341273,0.046956301747025364,0.046956301747025364,8,73.74982144143341,0.36008399701875005,589.0776182950294,46.956301747025364
1.8284825002461056,0.6200603001446735,0.02198972087743902,0.06347126140307531,0.046956301747025364,0.06347126140307531,8,47.803593427675075,0.1641629365734376,620.0603001446735,63.47126140307531
2.0,0.6146835617758707,0.011215186532349167,0.046956301747025364,0.046956301747025364,0.046956301747025364,56,0.0,0.0,614.6835617758707,46.956301747025364
