temperature_K,H_sat_c_T,H_sf_b_T,H_AFM_c_max_T,H_FM_c_min_T,H_AFM_b_max_T,H_FM_b_min_T,sigma_shared_c_meV,sigma_shared_c_err_meV,fwhm_shared_c_meV,fwhm_shared_c_err_meV,sigma_shared_b_meV,sigma_shared_b_err_meV,fwhm_shared_b_meV,fwhm_shared_b_err_meV,sigma_floor_c_meV,n_FM_floor_c,sigma_floor_b_meV,n_FM_floor_b,Phi_AFM_c_m2_meV,Phi_AFM_c_m2_err_meV,Phi_FM_c_m2_meV,Phi_FM_c_m2_err_meV,Delta_ex_c_m2_meV,Delta_ex_c_m2_err_meV,n_AFM_c_m2_bins,n_FM_c_m2_bins,Phi_AFM_b_m2_meV,Phi_AFM_b_m2_err_meV,Phi_FM_b_m2_meV,Phi_FM_b_m2_err_meV,Delta_ex_b_m2_meV,Delta_ex_b_m2_err_meV,n_AFM_b_m2_bins,n_FM_b_m2_bins,lin_a_meV,lin_a_err_meV,lin_b_meV_per_T,lin_b_err_meV_per_T,lin_cov_ab,lin_chi2,lin_chi2_red,lin_dof,lin_n,lin_birge_scale,sin2_a_meV,sin2_a_err_meV,sin2_b_meV,sin2_b_err_meV,sin2_cov_ab,sin2_chi2,sin2_chi2_red,sin2_dof,sin2_n,sin2_birge_scale,Phi_FM_sin2_meV,Phi_FM_sin2_err_meV,Phi_AFM_sin2_meV,Phi_AFM_sin2_err_meV,Delta_sin2_meV,Delta_sin2_err_meV,c_calib_c,c_calib_b,V_T_afm_c_meV,V_T_afm_b_meV,B_FN_afm_c_V,B_FN_fm_c_V,calib_ok_c,calib_ok_b
20,2.3,0.31,0.1,2.1999999999999997,0.2635,0.3875,217.74440023249812,5.4554217146976045,512.7488783607283,12.84653640786703,140.7269524221578,1.008412752081081,331.3866484398139,2.3746305622653545,1.209225064925635,48,1.2813649893684171,104,434.97499999999997,1.7418945532141137,330.7941340573006,0.6962660837046853,104.18086594269937,1.8758952779498266,1,12,430.41844815643725,2.7947796845960955,323.94396350371454,0.42974354617126925,106.47448465272275,2.827626743561977,15,26,437.2834470999187,1.3872441167704261,-107.68111249399978,1.9883919082333283,-2.34976674170548e-06,22.26743263088295,1.1719701384675236,19,21,1.1719701384675236,323.08374686931137,3.924936232692602,97.81226026656066,6.0917171437080935,-1.9046376011713617e-05,237.44396048845687,12.497050552024046,19,21,12.497050552024046,323.08374686931137,3.924936232692602,420.89600713587197,3.797550548211709,97.81226026656066,6.0917171437080935,1.850216773102881,1.8755252389978867,434.975,430.25,1.3012379754740873,0.6565552249486556,True,True
