abs_H,Phi_eV,Phi_err_stat_eV,Phi_err_repeat_eV,Phi_err_floor_eV,Phi_err_eV,n,theta_deg,sin2_half,Phi_meV,Phi_meV_err
0.00016530302953903902,0.8053934506609475,0.0006673938591432834,0.0008000767619735038,0.004619630928446044,0.004619630928446044,4,179.9905288340559,0.9999999931687271,805.3934506609475,4.6196309284460435
0.22851750010938765,0.8040602754930616,0.0005014958357675281,0.003816189896178048,0.004619630928446044,0.004619630928446044,8,166.87825450975706,0.986944938035939,804.0602754930616,4.6196309284460435
0.4571050000820425,0.7917892998009785,0.000556364628127676,0.004964198632845254,0.004619630928446044,0.004964198632845254,8,153.57626730677984,0.947763754724999,791.7892998009785,4.964198632845254
0.6856775000546904,0.7655300106070475,0.0005807247198086373,0.003765945328113154,0.004619630928446044,0.004619630928446044,8,139.9001585155209,0.8824615914796875,765.5300106070475,4.6196309284460435
0.9142625000546889,0.7393788347339549,0.0005953089408214203,0.0026399039691439286,0.004619630928446044,0.004619630928446044,8,125.59570665909901,0.7910310202484375,739.3788347339549,4.6196309284460435
1.1429050000218741,0.7169394218223585,0.0006231411337383425,0.0028268989576204725,0.004619630928446044,0.004619630928446044,8,110.29684954493686,0.67344204023125,716.9394218223584,4.6196309284460435
1.3715050000273425,0.6871872090142049,0.0005996530918528711,0.003081777564945263,0.004619630928446044,0.004619630928446044,8,93.41036843750642,0.5297435087249998,687.1872090142049,4.6196309284460435
1.5999000000156263,0.6600525500757901,0.0005360016146681516,0.0010397199665191325,0.004619630928446044,0.004619630928446044,8,73.74934405633503,0.36007999748749975,660.0525500757901,4.6196309284460435
1.8284850000205093,0.6365036518114513,0.00047842249833602023,0.0009744330695256984,0.004619630928446044,0.004619630928446044,8,47.80323992931399,0.16416065117499956,636.5036518114513,4.6196309284460435
2.0,0.598723639158772,0.0001561551619778117,0.004619630928446045,0.004619630928446044,0.004619630928446045,56,0.0,0.0,598.723639158772,4.619630928446045
