timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,n_outliers_removed,temperature
20251206020059,20251206020059_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0020649331688724,1.095194765409197e-09,1,70
20251206020143,20251206020143_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0024386041020157,1.293856727630794e-09,3,70
20251206020238,20251206020238_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0020766724668333,1.3753671575455756e-09,4,70
20251206020323,20251206020323_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0023363759192918,1.515684524477808e-09,4,70
20251206020426,20251206020426_Hx_-30.000000E-6_T_Hy_3.200020E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.200020000140624,-3e-05,3.20002,0.0,1.5,0.0019879737247907,1.2319812286107491e-09,3,70
20251206020510,20251206020510_Hx_-30.000000E-6_T_Hy_3.200020E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.200020000140624,-3e-05,3.20002,0.0,1.5,0.0024239668654502,1.3876424817517755e-09,3,70
20251206020614,20251206020614_Hx_-30.000000E-6_T_Hy_2.971510E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.9715100001514383,-3e-05,2.97151,0.0,1.5,0.0020683246751373,1.408480514642598e-09,5,70
20251206020658,20251206020658_Hx_-30.000000E-6_T_Hy_2.971510E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.9715100001514383,-3e-05,2.97151,0.0,1.5,0.0023425818733423,1.3737989489302803e-09,3,70
20251206020803,20251206020803_Hx_-30.000000E-6_T_Hy_2.742930E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.742930000164058,-3e-05,2.74293,0.0,1.5,0.0020351372252703,1.2349335730576154e-09,3,70
20251206020847,20251206020847_Hx_-30.000000E-6_T_Hy_2.742930E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.742930000164058,-3e-05,2.74293,0.0,1.5,0.0022734459981571,1.2313428684927696e-09,2,70
20251206020951,20251206020951_Hx_-30.000000E-6_T_Hy_2.514390E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.51439000017897,-3e-05,2.51439,0.0,1.5,0.0020159405394882,1.500141099988989e-09,6,70
20251206021035,20251206021035_Hx_-30.000000E-6_T_Hy_2.514390E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.51439000017897,-3e-05,2.51439,0.0,1.5,0.0022289535532168,1.5798302315385716e-09,7,70
20251206021139,20251206021139_Hx_-30.000000E-6_T_Hy_2.285790E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.2857900001968683,-3e-05,2.28579,0.0,1.5,0.002014542321178,1.4173878654712906e-09,1,70
20251206021223,20251206021223_Hx_-30.000000E-6_T_Hy_2.285790E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.2857900001968683,-3e-05,2.28579,0.0,1.5,0.0022892846670202,1.1711230774678554e-09,2,70
20251206021328,20251206021328_Hx_-30.000000E-6_T_Hy_2.057200E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.057200000218744,-3e-05,2.0572,0.0,1.5,0.0019586100587397,1.4949363423865607e-09,6,70
20251206021412,20251206021412_Hx_-30.000000E-6_T_Hy_2.057200E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.057200000218744,-3e-05,2.0572,0.0,1.5,0.0023246168079745,1.4488290430144644e-09,5,70
20251206021516,20251206021516_Hx_-30.000000E-6_T_Hy_1.828580E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.8285800002460928,-3e-05,1.82858,0.0,1.5,0.0019854612288485,1.1591389843197595e-09,1,70
20251206021600,20251206021600_Hx_-30.000000E-6_T_Hy_1.828580E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.8285800002460928,-3e-05,1.82858,0.0,1.5,0.002203941687411,1.0597732667402986e-09,0,70
20251206021704,20251206021704_Hx_-30.000000E-6_T_Hy_1.599960E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.599960000281257,-3e-05,1.59996,0.0,1.5,0.00180655102888,1.3290811661123952e-09,4,70
20251206021748,20251206021748_Hx_-30.000000E-6_T_Hy_1.599960E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.599960000281257,-3e-05,1.59996,0.0,1.5,0.0020873103175019,1.306222476401395e-09,4,70
20251206021853,20251206021853_Hx_-30.000000E-6_T_Hy_1.371500E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.371500000328108,-3e-05,1.3715,0.0,1.5,0.0016971306782625,1.1516688313230063e-09,2,70
20251206021938,20251206021938_Hx_-30.000000E-6_T_Hy_1.371500E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.371500000328108,-3e-05,1.3715,0.0,1.5,0.0020115666108937,1.2854322283257546e-09,4,70
20251206022041,20251206022041_Hx_-30.000000E-6_T_Hy_1.142940E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.1429400003937216,-3e-05,1.14294,0.0,1.5,0.0018413206622091,1.1162531878330435e-09,3,70
20251206022125,20251206022125_Hx_-30.000000E-6_T_Hy_1.142940E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.1429400003937216,-3e-05,1.14294,0.0,1.5,0.0021600770400599,1.206968094342585e-09,3,70
20251206022229,20251206022229_Hx_-30.000000E-6_T_Hy_914.310000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.9143100004921744,-3e-05,0.91431,0.0,1.5,0.0019503372977093,1.0226616028133643e-09,4,70
20251206022313,20251206022313_Hx_-30.000000E-6_T_Hy_914.310000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,0.9143100004921744,-3e-05,0.91431,0.0,1.5,0.0023043853600734,1.325436852449625e-09,7,70
20251206022417,20251206022417_Hx_-30.000000E-6_T_Hy_685.700000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.6857000006562637,-3e-05,0.6857,0.0,1.5,0.0019167190253771,1.0519835599224595e-09,7,70
20251206022501,20251206022501_Hx_-30.000000E-6_T_Hy_685.700000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,0.6857000006562637,-3e-05,0.6857,0.0,1.5,0.0023610694408296,9.598757623361007e-10,9,70
20251206022605,20251206022605_Hx_-30.000000E-6_T_Hy_457.160000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.457160000984338,-3e-05,0.45716,0.0,1.5,0.0021225449145453,9.144731838526907e-10,12,70
20251206022649,20251206022649_Hx_-30.000000E-6_T_Hy_457.160000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,0.457160000984338,-3e-05,0.45716,0.0,1.5,0.0024624297557629,9.749969654117846e-10,10,70
20251206022753,20251206022753_Hx_-30.000000E-6_T_Hy_228.540000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.2285400019690207,-3e-05,0.22854,0.0,1.5,0.0021558500154363,1.0125515264339712e-09,6,70
20251206022837,20251206022837_Hx_-30.000000E-6_T_Hy_228.540000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,0.2285400019690207,-3e-05,0.22854,0.0,1.5,0.0026297215509483,8.668765395467782e-10,8,70
20251206022941,20251206022941_Hx_-30.000000E-6_T_Hy_-170.000000E-6_T_Hz_0.000000E+0_T_decreasing.txt.dat,-0.0001726267650163,-3e-05,-0.00017,0.0,1.5,0.0022675332604043,7.849819856738692e-10,8,70
20251206023025,20251206023025_Hx_-30.000000E-6_T_Hy_-170.000000E-6_T_Hz_0.000000E+0_T_increasing.txt.dat,-0.0001726267650163,-3e-05,-0.00017,0.0,1.5,0.0027330811543085,1.1267309747953359e-09,9,70
20251206023129,20251206023129_Hx_-30.000000E-6_T_Hy_-228.500000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,-0.2285000019693654,-3e-05,-0.2285,0.0,1.5,0.0022136106835322,8.707612023132598e-10,5,70
20251206023213,20251206023213_Hx_-30.000000E-6_T_Hy_-228.500000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,-0.2285000019693654,-3e-05,-0.2285,0.0,1.5,0.0026741331044568,9.880576541557174e-10,7,70
20251206023317,20251206023317_Hx_-30.000000E-6_T_Hy_-457.060000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,-0.4570600009845534,-3e-05,-0.45706,0.0,1.5,0.0020909360921402,1.1841580360041543e-09,8,70
20251206023401,20251206023401_Hx_-30.000000E-6_T_Hy_-457.060000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,-0.4570600009845534,-3e-05,-0.45706,0.0,1.5,0.002540696577865,1.003935488595635e-09,8,70
20251206023505,20251206023505_Hx_-30.000000E-6_T_Hy_-685.690000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,-0.6856900006562733,-3e-05,-0.68569,0.0,1.5,0.0019327061231938,1.2491513342013782e-09,10,70
20251206023549,20251206023549_Hx_-30.000000E-6_T_Hy_-685.690000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,-0.6856900006562733,-3e-05,-0.68569,0.0,1.5,0.002297560057566,1.1031471863472992e-09,10,70
20251206023653,20251206023653_Hx_-30.000000E-6_T_Hy_-914.260000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,-0.9142600004922012,-3e-05,-0.91426,0.0,1.5,0.0018621797504883,1.1888615675450141e-09,5,70
20251206023737,20251206023737_Hx_-30.000000E-6_T_Hy_-914.260000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,-0.9142600004922012,-3e-05,-0.91426,0.0,1.5,0.0022853451145308,1.0929432654215212e-09,5,70
20251206023841,20251206023841_Hx_-30.000000E-6_T_Hy_-1.142910E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,-1.142910000393732,-3e-05,-1.14291,0.0,1.5,0.0018222990390634,9.749579380445418e-10,1,70
20251206023925,20251206023925_Hx_-30.000000E-6_T_Hy_-1.142910E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,-1.142910000393732,-3e-05,-1.14291,0.0,1.5,0.0020578433533688,1.207867633159338e-09,3,70
20251206024029,20251206024029_Hx_-30.000000E-6_T_Hy_-1.371550E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,-1.371550000328096,-3e-05,-1.37155,0.0,1.5,0.0017466996242963,1.0836293130566654e-09,1,70
20251206024113,20251206024113_Hx_-30.000000E-6_T_Hy_-1.371550E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,-1.371550000328096,-3e-05,-1.37155,0.0,1.5,0.0020479933905883,1.2690389216305748e-09,3,70
20251206024216,20251206024216_Hx_-30.000000E-6_T_Hy_-1.599870E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,-1.599870000281273,-3e-05,-1.59987,0.0,1.5,0.0017043010930234,1.5009165628981296e-09,4,70
20251206024300,20251206024300_Hx_-30.000000E-6_T_Hy_-1.599870E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,-1.599870000281273,-3e-05,-1.59987,0.0,1.5,0.0019954852725774,1.101978603005161e-09,1,70
20251206024404,20251206024404_Hx_-30.000000E-6_T_Hy_-1.828420E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,-1.828420000246114,-3e-05,-1.82842,0.0,1.5,0.0018641021346491,1.4052693440195527e-09,5,70
20251206024448,20251206024448_Hx_-30.000000E-6_T_Hy_-1.828420E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,-1.828420000246114,-3e-05,-1.82842,0.0,1.5,0.0022233370115691,1.1656285768822224e-09,1,70
20251206024552,20251206024552_Hx_-30.000000E-6_T_Hy_-2.057130E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,-2.057130000218752,-3e-05,-2.05713,0.0,1.5,0.0018964662028715,1.3047562479607895e-09,4,70
