timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,temperature
20251106191528,20251106191528_Hx_-0.000000E+0_T_Hy_3.428630E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.42863,-0.0,3.42863,0.0,1.5,0.003979875317181871,4.3499241308065676e-10,30
20251106191612,20251106191612_Hx_-0.000000E+0_T_Hy_3.428630E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.42863,-0.0,3.42863,0.0,1.5,0.0026334325313964015,4.4112583525713407e-10,30
20251106191714,20251106191714_Hx_-0.000000E+0_T_Hy_3.428630E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.42863,-0.0,3.42863,0.0,1.5,0.0040293922921576745,4.40005162900453e-10,30
20251106191758,20251106191758_Hx_-0.000000E+0_T_Hy_3.428630E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.42863,-0.0,3.42863,0.0,1.5,0.0025382120336057555,4.3246733707824696e-10,30
20251106191908,20251106191908_Hx_-0.000000E+0_T_Hy_3.200070E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.20007,-0.0,3.20007,0.0,1.5,0.004135130520960793,4.3758433247731676e-10,30
20251106191953,20251106191953_Hx_-0.000000E+0_T_Hy_3.200070E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.20007,-0.0,3.20007,0.0,1.5,0.002619017445565996,4.3542085872096126e-10,30
20251106192102,20251106192102_Hx_-0.000000E+0_T_Hy_2.971570E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.97157,-0.0,2.97157,0.0,1.5,0.004215094987121246,4.370908655538463e-10,30
20251106192147,20251106192147_Hx_-0.000000E+0_T_Hy_2.971570E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.97157,-0.0,2.97157,0.0,1.5,0.00250370449004753,4.4088980571407744e-10,30
20251106192257,20251106192257_Hx_-0.000000E+0_T_Hy_2.742970E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.74297,-0.0,2.74297,0.0,1.5,0.004013308360831762,4.3565481696881325e-10,30
20251106192341,20251106192341_Hx_-0.000000E+0_T_Hy_2.742970E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.74297,-0.0,2.74297,0.0,1.5,0.0025486204690865055,4.2656344068138733e-10,30
20251106192451,20251106192451_Hx_-0.000000E+0_T_Hy_2.514430E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.51443,-0.0,2.51443,0.0,1.5,0.004098484382183054,4.399130025402205e-10,30
20251106192535,20251106192535_Hx_-0.000000E+0_T_Hy_2.514430E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.51443,-0.0,2.51443,0.0,1.5,0.002427671846343179,4.412623510787401e-10,30
20251106192645,20251106192645_Hx_-0.000000E+0_T_Hy_2.285830E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.28583,-0.0,2.28583,0.0,1.5,0.004105277395167098,4.377505209434167e-10,30
20251106192730,20251106192730_Hx_-0.000000E+0_T_Hy_2.285830E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.28583,-0.0,2.28583,0.0,1.5,0.0024826922815015936,4.444504347392387e-10,30
20251106192840,20251106192840_Hx_-10.000000E-6_T_Hy_2.057230E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.0572300000243047,-1e-05,2.05723,0.0,1.5,0.00414476941442282,4.277020147942647e-10,30
20251106192924,20251106192924_Hx_-10.000000E-6_T_Hy_2.057230E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.0572300000243047,-1e-05,2.05723,0.0,1.5,0.002507970189466844,4.255767569372611e-10,30
20251106193034,20251106193034_Hx_-0.000000E+0_T_Hy_1.828610E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.82861,-0.0,1.82861,0.0,1.5,0.004083894298475077,4.171965129664454e-10,30
20251106193118,20251106193118_Hx_-0.000000E+0_T_Hy_1.828610E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.82861,-0.0,1.82861,0.0,1.5,0.00265120674332517,4.132545205365891e-10,30
20251106193228,20251106193228_Hx_-0.000000E+0_T_Hy_1.599990E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.59999,-0.0,1.59999,0.0,1.5,0.00417316193974563,3.9400668025110186e-10,30
20251106193313,20251106193313_Hx_-0.000000E+0_T_Hy_1.599990E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.59999,-0.0,1.59999,0.0,1.5,0.0025135740512418642,3.935789335785345e-10,30
20251106193423,20251106193423_Hx_-0.000000E+0_T_Hy_1.371530E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.37153,-0.0,1.37153,0.0,1.5,0.004374576719270047,3.740296891817395e-10,30
20251106193507,20251106193507_Hx_-0.000000E+0_T_Hy_1.371530E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.37153,-0.0,1.37153,0.0,1.5,0.002612164588357493,3.760110762375519e-10,30
20251106193617,20251106193617_Hx_-10.000000E-6_T_Hy_1.142960E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,1.142960000043746,-1e-05,1.14296,0.0,1.5,0.0043813911315777,3.501768369256076e-10,30
20251106193701,20251106193701_Hx_-10.000000E-6_T_Hy_1.142960E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,1.142960000043746,-1e-05,1.14296,0.0,1.5,0.002566035073192021,3.508497001135422e-10,30
20251106193811,20251106193811_Hx_-10.000000E-6_T_Hy_914.320000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.9143200000546855,-1e-05,0.91432,0.0,1.5,0.004505673885526695,3.270083036266555e-10,30
20251106193856,20251106193856_Hx_-10.000000E-6_T_Hy_914.320000E-3_T_Hz_0.000000E+0_T_increasing.txt.dat,0.9143200000546855,-1e-05,0.91432,0.0,1.5,0.0027580549793328316,3.256502856032697e-10,30
20251106194005,20251106194005_Hx_-10.000000E-6_T_Hy_685.720000E-3_T_Hz_0.000000E+0_T_decreasing.txt.dat,0.685720000072916,-1e-05,0.68572,0.0,1.5,0.004607620095818908,2.9866447498394314e-10,30
