timestamp,filename,H,Hx,Hy,Hz,sigma,v_offset,residual_rms,n_outliers_removed,temperature
20251206172217,20251206172217_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0018370997113506,1.4964889359494052e-09,5,80
20251206172301,20251206172301_Hx_-30.000000E-6_T_Hy_3.428560E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.4285600001312506,-3e-05,3.42856,0.0,1.5,0.0019465154603296,1.344991341056081e-09,2,80
20251206172356,20251206172356_Hx_-30.000000E-6_T_Hy_3.428570E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.4285700001312502,-3e-05,3.42857,0.0,1.5,0.0017847022762427,1.575817773503631e-09,5,80
20251206172440,20251206172440_Hx_-30.000000E-6_T_Hy_3.428570E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.4285700001312502,-3e-05,3.42857,0.0,1.5,0.0019221734984694,1.4606496987383575e-09,5,80
20251206172544,20251206172544_Hx_-30.000000E-6_T_Hy_3.200010E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,3.200010000140624,-3e-05,3.20001,0.0,1.5,0.0017536024602911,1.6537911903766042e-09,7,80
20251206172628,20251206172628_Hx_-30.000000E-6_T_Hy_3.200010E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,3.200010000140624,-3e-05,3.20001,0.0,1.5,0.0019161974525533,1.2671849372475847e-09,2,80
20251206172732,20251206172732_Hx_-30.000000E-6_T_Hy_2.971520E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.971520000151438,-3e-05,2.97152,0.0,1.5,0.001803819289275,1.444766016264052e-09,3,80
20251206172816,20251206172816_Hx_-30.000000E-6_T_Hy_2.971520E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.971520000151438,-3e-05,2.97152,0.0,1.5,0.0019615073362628,1.3444661950858067e-09,2,80
20251206172919,20251206172919_Hx_-30.000000E-6_T_Hy_2.742930E+0_T_Hz_0.000000E+0_T_decreasing.txt.dat,2.742930000164058,-3e-05,2.74293,0.0,1.5,0.0018168868313149,1.4403456769908971e-09,4,80
20251206173003,20251206173003_Hx_-30.000000E-6_T_Hy_2.742930E+0_T_Hz_0.000000E+0_T_increasing.txt.dat,2.742930000164058,-3e-05,2.74293,0.0,1.5,0.0019123289485314,1.2727201760196248e-09,2,80
